word;frequency;cobertura;word_order
no;0.0363;0.0363;1
that;0.0328;0.0691;2
be;0.0321;0.1012;3
a;0.0278;0.1291;4
the;0.0275;0.1565;5
yeah;0.0200;0.1766;6
it;0.0193;0.1959;7
what;0.0156;0.2115;8
go;0.0155;0.227;9
in;0.0134;0.2404;10
on;0.0129;0.2533;11
here;0.0102;0.2635;12
more;0.0081;0.2716;13
want;0.0068;0.2784;14
I;0.0068;0.2852;15
yes;0.0052;0.2904;16
you;0.0045;0.2949;17
my;0.0026;0.2976;18
out;0.0024;0.3;19
mine;0.0021;0.3022;20
off;0.0020;0.3042;21
some;0.0016;0.3058;22
help;0.0013;0.3071;23
finish;0.0003;0.3074;24
