word;frequency;cobertura;word_order
be;0.0649;0.0649;1
I;0.0455;0.1104;2
the;0.0287;0.1391;3
it;0.0268;0.1658;4
a;0.0247;0.1905;5
you;0.0211;0.2116;6
that;0.0207;0.2323;7
go;0.0184;0.2507;8
yeah;0.0161;0.2668;9
want;0.0155;0.2823;10
no;0.0150;0.2973;11
what;0.0133;0.3106;12
in;0.0125;0.3231;13
my;0.0106;0.3337;14
yes;0.0066;0.3404;15
on;0.0057;0.346;16
here;0.0053;0.3513;17
out;0.0021;0.3535;18
off;0.0020;0.3555;19
some;0.0016;0.357;20
more;0.0007;0.3577;21
mine;0.0006;0.3584;22
help;0.0006;0.359;23
finish;0.0003;0.3592;24
