word;frequency;cobertura;word_order
be;0.0595;0.0595;1
I;0.0353;0.0948;2
yeah;0.0334;0.1282;3
the;0.0311;0.1593;4
it;0.0297;0.1889;5
that;0.0250;0.214;6
a;0.0226;0.2366;7
do;0.0222;0.2588;8
no;0.0209;0.2797;9
and;0.0203;0.3;10
you;0.0197;0.3197;11
not;0.0194;0.3391;12
go;0.0181;0.3573;13
there;0.0179;0.3752;14
to;0.0165;0.3916;15
in;0.0154;0.407;16
this;0.0149;0.4219;17
get;0.0149;0.4369;18
have;0.0128;0.4497;19
one;0.0124;0.4621;20
he;0.0111;0.4732;21
my;0.0092;0.4824;22
want;0.0089;0.4914;23
can;0.0088;0.5002;24
what;0.0088;0.5089;25
me;0.0086;0.5176;26
look;0.0075;0.525;27
on;0.0075;0.5326;28
here;0.0071;0.5397;29
where;0.0071;0.5468;30
oh;0.0067;0.5535;31
put;0.0060;0.5595;32
we;0.0060;0.5655;33
now;0.0057;0.5711;34
up;0.0057;0.5768;35
them;0.0055;0.5823;36
cannot;0.0052;0.5875;37
like;0.0052;0.5927;38
know;0.0050;0.5977;39
come;0.0048;0.6026;40
yes;0.0047;0.6073;41
some;0.0046;0.612;42
they;0.0045;0.6165;43
for;0.0044;0.6209;44
will;0.0042;0.6252;45
out;0.0041;0.6293;46
play;0.0039;0.6332;47
him;0.0034;0.6366;48
your;0.0034;0.64;49
eat;0.0034;0.6434;50
of;0.0033;0.6467;51
all;0.0032;0.6499;52
with;0.0032;0.6531;53
big;0.0029;0.656;54
need;0.0029;0.6589;55
um;0.0029;0.6617;56
mum;0.0029;0.6646;57
she;0.0028;0.6674;58
why;0.0027;0.6701;59
see;0.0027;0.6728;60
just;0.0027;0.6755;61
Mummy;0.0027;0.6782;62
but;0.0025;0.6807;63
down;0.0025;0.6832;64
at;0.0024;0.6856;65
make;0.0024;0.688;66
house;0.0024;0.6904;67
these;0.0024;0.6928;68
let;0.0024;0.6952;69
two;0.0024;0.6976;70
take;0.0020;0.6996;71
her;0.0020;0.7016;72
too;0.0020;0.7036;73
then;0.0020;0.7056;74
open;0.0020;0.7076;75
his;0.0019;0.7094;76
mine;0.0018;0.7112;77
little;0.0018;0.713;78
over;0.0018;0.7148;79
other;0.0017;0.7165;80
baby;0.0017;0.7182;81
break;0.0017;0.7199;82
right;0.0016;0.7215;83
off;0.0016;0.7231;84
car;0.0016;0.7248;85
only;0.0016;0.7264;86
more;0.0016;0.728;87
because;0.0016;0.7296;88
back;0.0015;0.7311;89
find;0.0015;0.7326;90
think;0.0015;0.7341;91
say;0.0014;0.7355;92
bite;0.0014;0.7369;93
hello;0.0014;0.7384;94
drink;0.0013;0.7397;95
way;0.0013;0.741;96
give;0.0013;0.7423;97
three;0.0013;0.7436;98
sit;0.0012;0.7448;99
so;0.0012;0.746;100
stick;0.0011;0.7471;101
jump;0.0010;0.748;102
again;0.0010;0.749;103
okay;0.0010;0.75;104
funny;0.0010;0.751;105
thing;0.0010;0.752;106
away;0.0009;0.7529;107
well;0.0009;0.7538;108
hand;0.0009;0.7547;109
yum;0.0009;0.7556;110
when;0.0008;0.7564;111
something;0.0008;0.7573;112
wash;0.0008;0.7581;113
time;0.0008;0.7589;114
leave;0.0007;0.7596;115
book;0.0007;0.7602;116
ah;0.0007;0.761;117
how;0.0007;0.7616;118
boy;0.0007;0.7623;119
very;0.0007;0.7631;120
shoe;0.0006;0.7637;121
green;0.0006;0.7642;122
good;0.0006;0.7649;123
home;0.0006;0.7655;124
if;0.0006;0.7661;125
bye;0.0006;0.7667;126
help;0.0006;0.7673;127
yep;0.0006;0.768;128
watch;0.0005;0.7685;129
yours;0.0005;0.7689;130
run;0.0005;0.7694;131
move;0.0005;0.77;132
friend;0.0005;0.7704;133
people;0.0005;0.7709;134
who;0.0005;0.7714;135
else;0.0005;0.7719;136
apple;0.0005;0.7724;137
name;0.0005;0.7729;138
man;0.0004;0.7733;139
