word;frequency;cobertura;word_order
be;0.0562;0.0562;1
I;0.0395;0.0957;2
it;0.0316;0.1273;3
go;0.0304;0.1577;4
a;0.0258;0.1835;5
that;0.0253;0.2088;6
do;0.0217;0.2305;7
the;0.0207;0.2512;8
not;0.0192;0.2704;9
you;0.0189;0.2893;10
and;0.0185;0.3077;11
one;0.0176;0.3253;12
there;0.0169;0.3422;13
get;0.0158;0.358;14
this;0.0141;0.3721;15
want;0.0128;0.3849;16
to;0.0127;0.3975;17
in;0.0125;0.4101;18
on;0.0121;0.4222;19
my;0.0098;0.432;20
have;0.0098;0.4418;21
he;0.0089;0.4506;22
can;0.0069;0.4575;23
me;0.0064;0.4639;24
put;0.0063;0.4703;25
some;0.0060;0.4763;26
like;0.0059;0.4822;27
we;0.0051;0.4873;28
come;0.0046;0.4919;29
for;0.0040;0.4959;30
up;0.0040;0.4999;31
two;0.0039;0.5037;32
make;0.0038;0.5075;33
they;0.0038;0.5113;34
big;0.0037;0.515;35
them;0.0034;0.5184;36
out;0.0033;0.5217;37
all;0.0033;0.525;38
will;0.0032;0.5282;39
see;0.0029;0.5311;40
because;0.0028;0.5339;41
little;0.0028;0.5367;42
play;0.0027;0.5394;43
know;0.0026;0.542;44
with;0.0022;0.5442;45
of;0.0021;0.5463;46
eat;0.0021;0.5484;47
take;0.0020;0.5504;48
her;0.0020;0.5523;49
back;0.0019;0.5542;50
at;0.0018;0.556;51
too;0.0017;0.5577;52
say;0.0016;0.5592;53
his;0.0016;0.5608;54
over;0.0015;0.5623;55
house;0.0014;0.5637;56
she;0.0013;0.565;57
then;0.0013;0.5663;58
very;0.0012;0.5675;59
egg;0.0011;0.5686;60
but;0.0009;0.5695;61
when;0.0008;0.5703;62
cat;0.0008;0.5711;63
nice;0.0008;0.572;64
buy;0.0007;0.5727;65
home;0.0007;0.5734;66
give;0.0007;0.574;67
water;0.0007;0.5748;68
so;0.0007;0.5754;69
dog;0.0007;0.5761;70
good;0.0006;0.5767;71
book;0.0006;0.5773;72
ball;0.0006;0.5779;73
jump;0.0005;0.5784;74
time;0.0005;0.5789;75
today;0.0005;0.5794;76
an;0.0004;0.5798;77
rabbit;0.0004;0.5801;78
into;0.0004;0.5806;79
friend;0.0004;0.5809;80
really;0.0003;0.5812;81
birthday;0.0003;0.5815;82
outside;0.0003;0.5817;83
new;0.0003;0.582;84
if;0.0003;0.5823;85
lot;0.0003;0.5826;86
day;0.0003;0.5829;87
first;0.0003;0.5832;88
people;0.0003;0.5835;89
next;0.0003;0.5838;90
after;0.0002;0.5841;91
our;0.0002;0.5842;92
game;0.0002;0.5844;93
dad;0.0002;0.5846;94
bird;0.0002;0.5848;95
bear;0.0002;0.585;96
saw;0.0002;0.5852;97
last;0.0002;0.5854;98
brown;0.0002;0.5856;99
sometimes;0.0002;0.5857;100
miss;0.0002;0.586;101
field;0.0001;0.5861;102
bunny;0.0001;0.5862;103
school;0.0001;0.5863;104
sister;0.0001;0.5864;105
favorite;0.0001;0.5865;106
cool;0.0001;0.5866;107
pool;0.0001;0.5868;108
love;0.0001;0.5869;109
frog;0.0001;0.587;110
fun;0.0001;0.587;111
family;0.0000;0.587;112
Easter;0.0000;0.587;113
teacher;0.0000;0.5871;114
trip;0.0000;0.5871;115
ha;0.0000;0.5871;116
wa;0.0000;0.5871;117
pretty;0.0000;0.5871;118
brother;0.0000;0.5872;119
best;0.0000;0.5872;120
