word;frequency;cobertura;word_order
there;0.0438;0.0438;1
no;0.0363;0.0801;2
that;0.0328;0.1129;3
be;0.0321;0.145;4
a;0.0278;0.1729;5
the;0.0275;0.2003;6
one;0.0199;0.2202;7
it;0.0193;0.2396;8
car;0.0182;0.2578;9
what;0.0156;0.2733;10
go;0.0155;0.2889;11
in;0.0134;0.3023;12
on;0.0129;0.3152;13
this;0.0128;0.328;14
and;0.0113;0.3393;15
here;0.0102;0.3494;16
do;0.0090;0.3584;17
dear;0.0079;0.3663;18
want;0.0068;0.3731;19
I;0.0068;0.3799;20
yes;0.0052;0.3851;21
you;0.0045;0.3896;22
up;0.0044;0.394;23
not;0.0033;0.3972;24
get;0.0033;0.4005;25
my;0.0026;0.4031;26
all;0.0025;0.4057;27
out;0.0024;0.4081;28
house;0.0024;0.4106;29
big;0.0023;0.4128;30
book;0.0023;0.4151;31
come;0.0021;0.4172;32
find;0.0020;0.4192;33
see;0.0016;0.4208;34
some;0.0016;0.4224;35
like;0.0016;0.4241;36
dog;0.0015;0.4256;37
put;0.0014;0.427;38
now;0.0013;0.4282;39
eat;0.0013;0.4296;40
foot;0.0012;0.4307;41
fall;0.0012;0.4319;42
shop;0.0011;0.433;43
have;0.0011;0.4341;44
drive;0.0009;0.435;45
over;0.0009;0.4359;46
they;0.0009;0.4368;47
pen;0.0008;0.4376;48
for;0.0008;0.4385;49
me;0.0008;0.4393;50
she;0.0007;0.44;51
of;0.0007;0.4406;52
read;0.0007;0.4414;53
make;0.0006;0.442;54
watch;0.0006;0.4426;55
too;0.0006;0.4432;56
to;0.0006;0.4438;57
field;0.0005;0.4443;58
food;0.0005;0.4448;59
play;0.0005;0.4454;60
sock;0.0005;0.4459;61
Grandpa;0.0005;0.4464;62
them;0.0004;0.4468;63
write;0.0004;0.4472;64
good;0.0004;0.4476;65
bye;0.0004;0.448;66
money;0.0004;0.4484;67
with;0.0004;0.4488;68
carry;0.0004;0.4492;69
arm;0.0003;0.4495;70
her;0.0003;0.4498;71
picture;0.0003;0.4502;72
park;0.0003;0.4505;73
corner;0.0003;0.4508;74
at;0.0002;0.451;75
Dad;0.0002;0.4512;76
pie;0.0002;0.4514;77
lot;0.0002;0.4516;78
well;0.0002;0.4519;79
your;0.0002;0.4521;80
high;0.0002;0.4523;81
dinner;0.0002;0.4525;82
just;0.0002;0.4527;83
name;0.0002;0.4529;84
will;0.0002;0.4531;85
people;0.0002;0.4533;86
we;0.0002;0.4536;87
football;0.0001;0.4537;88
Forest;0.0001;0.4538;89
know;0.0001;0.4539;90
end;0.0001;0.454;91
long;0.0001;0.4541;92
something;0.0001;0.4543;93
love;0.0001;0.4544;94
can;0.0001;0.4545;95
so;0.0001;0.4546;96
hill;0.0001;0.4547;97
then;0.0001;0.4549;98
time;0.0001;0.455;99
together;0.0001;0.4551;100
outside;0.0001;0.4553;101
thing;0.0001;0.4554;102
rock;0.0001;0.4555;103
tell;0.0001;0.4556;104
dust;0.0001;0.4557;105
think;0.0001;0.4559;106
his;0.0001;0.456;107
potato;0.0001;0.456;108
sea;0.0000;0.4561;109
bowl;0.0000;0.4561;110
change;0.0000;0.4562;111
or;0.0000;0.4562;112
race;0.0000;0.4562;113
Lucky;0.0000;0.4563;114
mat;0.0000;0.4563;115
ha;0.0000;0.4563;116
square;0.0000;0.4564;117
circle;0.0000;0.4564;118
how;0.0000;0.4565;119
day;0.0000;0.4565;120
very;0.0000;0.4565;121
by;0.0000;0.4566;122
much;0.0000;0.4566;123
chew;0.0000;0.4567;124
kind;0.0000;0.4567;125
soon;0.0000;0.4567;126
home;0.0000;0.4568;127
slip;0.0000;0.4568;128
men;0.0000;0.4569;129
roll;0.0000;0.4569;130
middle;0.0000;0.4569;131
from;0.0000;0.457;132
call;0.0000;0.457;133
