word;frequency;cobertura;word_order
be;0.0663;0.0663;1
I;0.0440;0.1103;2
do;0.0291;0.1395;3
the;0.0289;0.1683;4
it;0.0279;0.1963;5
you;0.0256;0.2219;6
that;0.0250;0.2469;7
a;0.0216;0.2684;8
not;0.0202;0.2886;9
and;0.0201;0.3087;10
go;0.0191;0.3279;11
no;0.0161;0.3439;12
there;0.0157;0.3597;13
what;0.0145;0.3742;14
in;0.0133;0.3875;15
one;0.0133;0.4008;16
he;0.0126;0.4134;17
get;0.0125;0.4259;18
this;0.0124;0.4384;19
to;0.0120;0.4503;20
have;0.0118;0.4621;21
my;0.0090;0.4711;22
on;0.0080;0.479;23
them;0.0078;0.4869;24
know;0.0075;0.4944;25
they;0.0072;0.5016;26
me;0.0072;0.5088;27
yes;0.0071;0.5159;28
will;0.0069;0.5228;29
put;0.0065;0.5293;30
want;0.0063;0.5356;31
all;0.0062;0.5418;32
where;0.0058;0.5476;33
up;0.0058;0.5535;34
come;0.0055;0.5589;35
here;0.0052;0.5642;36
look;0.0052;0.5694;37
see;0.0050;0.5745;38
can;0.0047;0.5792;39
we;0.0046;0.5837;40
oh;0.0045;0.5883;41
like;0.0045;0.5928;42
she;0.0044;0.5972;43
of;0.0044;0.6016;44
for;0.0043;0.6059;45
big;0.0042;0.61;46
play;0.0039;0.614;47
with;0.0038;0.6178;48
now;0.0033;0.6211;49
his;0.0032;0.6243;50
other;0.0029;0.6271;51
two;0.0029;0.63;52
at;0.0027;0.6327;53
okay;0.0027;0.6354;54
down;0.0026;0.638;55
then;0.0026;0.6406;56
make;0.0025;0.6431;57
him;0.0025;0.6456;58
let;0.0025;0.6481;59
but;0.0025;0.6507;60
your;0.0025;0.6532;61
why;0.0024;0.6556;62
thing;0.0024;0.658;63
when;0.0022;0.6602;64
out;0.0022;0.6624;65
her;0.0021;0.6645;66
off;0.0020;0.6665;67
back;0.0020;0.6685;68
just;0.0020;0.6704;69
some;0.0020;0.6725;70
say;0.0019;0.6743;71
so;0.0019;0.6762;72
an;0.0018;0.678;73
another;0.0017;0.6797;74
these;0.0017;0.6814;75
bite;0.0017;0.6831;76
how;0.0017;0.6848;77
eat;0.0017;0.6865;78
think;0.0017;0.6882;79
give;0.0016;0.6898;80
house;0.0015;0.6914;81
too;0.0015;0.6929;82
three;0.0014;0.6944;83
who;0.0014;0.6957;84
car;0.0013;0.697;85
take;0.0013;0.6984;86
baby;0.0013;0.6996;87
again;0.0013;0.7009;88
right;0.0012;0.7021;89
good;0.0012;0.7032;90
need;0.0012;0.7045;91
because;0.0012;0.7057;92
water;0.0011;0.7068;93
could;0.0011;0.7079;94
tell;0.0011;0.709;95
help;0.0011;0.7101;96
red;0.0011;0.7113;97
away;0.0010;0.7123;98
girl;0.0010;0.7133;99
over;0.0010;0.7143;100
try;0.0010;0.7152;101
train;0.0010;0.7163;102
mine;0.0009;0.7172;103
yellow;0.0009;0.7181;104
more;0.0009;0.7189;105
fish;0.0009;0.7198;106
else;0.0009;0.7207;107
find;0.0009;0.7217;108
time;0.0009;0.7226;109
fall;0.0009;0.7235;110
watch;0.0008;0.7243;111
dog;0.0008;0.7251;112
way;0.0008;0.7259;113
show;0.0008;0.7267;114
room;0.0007;0.7274;115
turn;0.0007;0.7281;116
hair;0.0007;0.7288;117
please;0.0007;0.7295;118
open;0.0007;0.7302;119
sit;0.0006;0.7308;120
any;0.0006;0.7314;121
blue;0.0006;0.732;122
color;0.0006;0.7326;123
cut;0.0006;0.7332;124
green;0.0006;0.7338;125
lot;0.0005;0.7343;126
shoe;0.0005;0.7348;127
boat;0.0005;0.7353;128
cat;0.0005;0.7358;129
or;0.0005;0.7363;130
stay;0.0005;0.7368;131
home;0.0005;0.7373;132
four;0.0005;0.7378;133
new;0.0005;0.7383;134
first;0.0005;0.7388;135
five;0.0005;0.7393;136
those;0.0005;0.7399;137
white;0.0005;0.7404;138
chair;0.0004;0.7408;139
food;0.0004;0.7412;140
something;0.0004;0.7417;141
top;0.0004;0.7421;142
fire;0.0004;0.7425;143
Dad;0.0004;0.7429;144
cow;0.0004;0.7433;145
door;0.0004;0.7437;146
little;0.0004;0.7441;147
many;0.0004;0.7445;148
black;0.0004;0.7449;149
stop;0.0004;0.7454;150
party;0.0003;0.7457;151
juice;0.0003;0.746;152
paint;0.0003;0.7463;153
stand;0.0003;0.7465;154
our;0.0003;0.7469;155
move;0.0003;0.7471;156
today;0.0003;0.7474;157
table;0.0003;0.7477;158
us;0.0003;0.7479;159
hide;0.0003;0.7482;160
thank;0.0003;0.7484;161
use;0.0003;0.7487;162
ha;0.0003;0.749;163
maybe;0.0003;0.7494;164
name;0.0003;0.7496;165
hey;0.0003;0.7499;166
hi;0.0003;0.7502;167
egg;0.0002;0.7504;168
birthday;0.0002;0.7505;169
Ready;0.0002;0.7507;170
hat;0.0002;0.7509;171
scissor;0.0002;0.7511;172
already;0.0002;0.7513;173
sure;0.0002;0.7516;174
bit;0.0002;0.7518;175
wash;0.0002;0.752;176
hand;0.0002;0.7522;177
spider;0.0002;0.7524;178
foot;0.0002;0.7526;179
cake;0.0002;0.7528;180
milk;0.0002;0.753;181
leg;0.0002;0.7532;182
yet;0.0002;0.7534;183
wa;0.0001;0.7535;184
fence;0.0001;0.7536;185
ball;0.0001;0.7536;186
real;0.0001;0.7537;187
by;0.0001;0.7538;188
farm;0.0001;0.7539;189
game;0.0001;0.754;190
money;0.0001;0.7541;191
tickle;0.0001;0.7541;192
line;0.0001;0.7542;193
bell;0.0001;0.7543;194
sand;0.0001;0.7544;195
suppose;0.0001;0.7546;196
tape;0.0001;0.7546;197
light;0.0001;0.7547;198
noodle;0.0001;0.7548;199
orange;0.0001;0.7549;200
sister;0.0001;0.755;201
Katie;0.0001;0.7551;202
cracker;0.0001;0.7551;203
whoop;0.0001;0.7552;204
clean;0.0001;0.7553;205
lunch;0.0001;0.7553;206
mommy;0.0001;0.7555;207
middle;0.0000;0.7555;208
wand;0.0000;0.7555;209
glue;0.0000;0.7555;210
butter;0.0000;0.7556;211
