word;frequency;cobertura;word_order
be;0.0464;0.0464;1
no;0.0333;0.0797;2
it;0.0319;0.1116;3
that;0.0315;0.1432;4
I;0.0296;0.1728;5
yeah;0.0278;0.2005;6
go;0.0260;0.2266;7
a;0.0258;0.2524;8
the;0.0221;0.2745;9
on;0.0183;0.2928;10
in;0.0166;0.3094;11
want;0.0126;0.3221;12
my;0.0082;0.3303;13
you;0.0077;0.338;14
yes;0.0069;0.3449;15
what;0.0066;0.3515;16
here;0.0062;0.3577;17
out;0.0054;0.3631;18
more;0.0049;0.368;19
some;0.0041;0.3721;20
off;0.0039;0.376;21
mine;0.0019;0.3779;22
help;0.0005;0.3784;23
finish;0.0004;0.3788;24
