word;frequency;cobertura;word_order
be;0.0663;0.0663;1
I;0.0440;0.1103;2
do;0.0291;0.1395;3
the;0.0289;0.1683;4
it;0.0279;0.1963;5
you;0.0256;0.2219;6
that;0.0250;0.2469;7
a;0.0216;0.2684;8
not;0.0202;0.2886;9
and;0.0201;0.3087;10
go;0.0191;0.3279;11
there;0.0157;0.3436;12
in;0.0133;0.3569;13
one;0.0133;0.3702;14
he;0.0126;0.3828;15
get;0.0125;0.3953;16
this;0.0124;0.4078;17
to;0.0120;0.4197;18
have;0.0118;0.4315;19
my;0.0090;0.4405;20
on;0.0080;0.4484;21
them;0.0078;0.4563;22
know;0.0075;0.4638;23
they;0.0072;0.471;24
me;0.0072;0.4782;25
will;0.0069;0.4852;26
put;0.0065;0.4917;27
want;0.0063;0.4979;28
all;0.0062;0.5042;29
up;0.0058;0.51;30
come;0.0055;0.5155;31
see;0.0050;0.5205;32
can;0.0047;0.5253;33
we;0.0046;0.5298;34
like;0.0045;0.5344;35
she;0.0044;0.5388;36
of;0.0044;0.5431;37
for;0.0043;0.5474;38
big;0.0042;0.5516;39
play;0.0039;0.5555;40
with;0.0038;0.5593;41
his;0.0032;0.5625;42
two;0.0029;0.5654;43
at;0.0027;0.5681;44
then;0.0026;0.5707;45
make;0.0025;0.5732;46
but;0.0025;0.5757;47
when;0.0022;0.5779;48
out;0.0022;0.5801;49
her;0.0021;0.5822;50
back;0.0020;0.5842;51
some;0.0020;0.5862;52
say;0.0019;0.5881;53
so;0.0019;0.59;54
an;0.0018;0.5917;55
eat;0.0017;0.5935;56
give;0.0016;0.5951;57
house;0.0015;0.5966;58
too;0.0015;0.5982;59
take;0.0013;0.5995;60
good;0.0012;0.6007;61
because;0.0012;0.6019;62
water;0.0011;0.603;63
saw;0.0011;0.6041;64
friend;0.0011;0.6052;65
over;0.0010;0.6062;66
if;0.0010;0.6071;67
day;0.0009;0.608;68
time;0.0009;0.6089;69
buy;0.0008;0.6097;70
school;0.0008;0.6105;71
dog;0.0008;0.6113;72
really;0.0007;0.612;73
into;0.0007;0.6127;74
book;0.0006;0.6133;75
lot;0.0005;0.6138;76
cat;0.0005;0.6142;77
home;0.0005;0.6147;78
new;0.0005;0.6153;79
first;0.0005;0.6158;80
bear;0.0004;0.6161;81
love;0.0004;0.6166;82
last;0.0004;0.617;83
Dad;0.0004;0.6174;84
little;0.0004;0.6178;85
jump;0.0003;0.6181;86
our;0.0003;0.6185;87
rabbit;0.0003;0.6188;88
today;0.0003;0.6191;89
next;0.0003;0.6193;90
people;0.0003;0.6196;91
ha;0.0003;0.6199;92
nice;0.0003;0.6202;93
very;0.0003;0.6205;94
egg;0.0002;0.6207;95
fun;0.0002;0.6208;96
after;0.0002;0.6211;97
birthday;0.0002;0.6212;98
outside;0.0002;0.6215;99
brown;0.0002;0.6217;100
best;0.0002;0.6219;101
favorite;0.0002;0.6221;102
miss;0.0002;0.6223;103
pool;0.0001;0.6224;104
wa;0.0001;0.6224;105
bunny;0.0001;0.6226;106
ball;0.0001;0.6226;107
game;0.0001;0.6228;108
Easter;0.0001;0.6228;109
frog;0.0001;0.6229;110
pretty;0.0001;0.6229;111
teacher;0.0001;0.623;112
brother;0.0001;0.6231;113
sister;0.0001;0.6233;114
sometimes;0.0001;0.6233;115
field;0.0000;0.6233;116
family;0.0000;0.6234;117
cousin;0.0000;0.6234;118
Aunt;0.0000;0.6234;119
bird;0.0000;0.6234;120
cool;0.0000;0.6235;121
