word;frequency;cobertura;word_order
be;0.0595;0.0595;1
I;0.0353;0.0948;2
the;0.0311;0.1258;3
it;0.0297;0.1555;4
that;0.0250;0.1805;5
a;0.0226;0.2032;6
do;0.0222;0.2253;7
no;0.0209;0.2463;8
and;0.0203;0.2666;9
you;0.0197;0.2863;10
not;0.0194;0.3057;11
go;0.0181;0.3238;12
there;0.0179;0.3417;13
to;0.0165;0.3582;14
in;0.0154;0.3736;15
this;0.0149;0.3885;16
get;0.0149;0.4034;17
have;0.0128;0.4162;18
one;0.0124;0.4287;19
he;0.0111;0.4398;20
my;0.0092;0.449;21
want;0.0089;0.4579;22
can;0.0088;0.4667;23
what;0.0088;0.4755;24
me;0.0086;0.4841;25
look;0.0075;0.4916;26
on;0.0075;0.4991;27
here;0.0071;0.5063;28
where;0.0071;0.5134;29
put;0.0060;0.5193;30
we;0.0060;0.5253;31
now;0.0057;0.531;32
up;0.0057;0.5367;33
them;0.0055;0.5422;34
like;0.0052;0.5474;35
know;0.0050;0.5524;36
come;0.0048;0.5573;37
yes;0.0047;0.562;38
some;0.0046;0.5666;39
they;0.0045;0.5712;40
for;0.0044;0.5756;41
will;0.0042;0.5799;42
out;0.0041;0.584;43
play;0.0039;0.5879;44
mom;0.0034;0.5912;45
him;0.0034;0.5947;46
your;0.0034;0.5981;47
eat;0.0034;0.6015;48
of;0.0033;0.6048;49
all;0.0032;0.608;50
with;0.0032;0.6112;51
big;0.0029;0.614;52
need;0.0029;0.6169;53
she;0.0028;0.6197;54
why;0.0027;0.6224;55
see;0.0027;0.6251;56
just;0.0027;0.6278;57
but;0.0025;0.6303;58
down;0.0025;0.6328;59
at;0.0024;0.6352;60
make;0.0024;0.6376;61
house;0.0024;0.64;62
these;0.0024;0.6424;63
let;0.0024;0.6448;64
two;0.0024;0.6472;65
cat;0.0022;0.6494;66
take;0.0020;0.6514;67
her;0.0020;0.6534;68
too;0.0020;0.6554;69
then;0.0020;0.6574;70
open;0.0020;0.6594;71
his;0.0019;0.6612;72
bed;0.0019;0.6631;73
mine;0.0018;0.6649;74
little;0.0018;0.6667;75
over;0.0018;0.6685;76
other;0.0017;0.6702;77
baby;0.0017;0.6719;78
right;0.0016;0.6735;79
water;0.0016;0.6751;80
off;0.0016;0.6767;81
car;0.0016;0.6784;82
more;0.0016;0.68;83
because;0.0016;0.6816;84
back;0.0015;0.6831;85
think;0.0015;0.6846;86
say;0.0014;0.686;87
drink;0.0013;0.6874;88
give;0.0013;0.6886;89
dog;0.0013;0.6899;90
three;0.0013;0.6912;91
door;0.0013;0.6925;92
sit;0.0012;0.6937;93
so;0.0012;0.6949;94
girl;0.0012;0.6961;95
okay;0.0010;0.6971;96
thing;0.0010;0.6982;97
away;0.0009;0.699;98
hand;0.0009;0.7;99
sleep;0.0009;0.7009;100
when;0.0008;0.7017;101
something;0.0008;0.7026;102
wash;0.0008;0.7034;103
time;0.0008;0.7042;104
toy;0.0008;0.705;105
juice;0.0007;0.7057;106
book;0.0007;0.7064;107
how;0.0007;0.707;108
boy;0.0007;0.7077;109
shoe;0.0006;0.7083;110
cold;0.0006;0.7089;111
good;0.0006;0.7096;112
home;0.0006;0.7102;113
if;0.0006;0.7108;114
hot;0.0006;0.7114;115
help;0.0006;0.7121;116
dinner;0.0006;0.7127;117
watch;0.0005;0.7132;118
friend;0.0005;0.7137;119
happy;0.0005;0.7141;120
people;0.0005;0.7146;121
who;0.0005;0.7151;122
chair;0.0004;0.7155;123
their;0.0004;0.7159;124
today;0.0004;0.7164;125
about;0.0004;0.7168;126
stay;0.0004;0.7172;127
could;0.0004;0.7176;128
table;0.0004;0.718;129
school;0.0004;0.7184;130
walk;0.0004;0.7188;131
hurt;0.0004;0.7193;132
head;0.0004;0.7196;133
those;0.0004;0.7201;134
please;0.0004;0.7205;135
leg;0.0004;0.7209;136
room;0.0003;0.7212;137
food;0.0003;0.7215;138
turn;0.0003;0.7218;139
work;0.0003;0.7221;140
inside;0.0003;0.7223;141
our;0.0003;0.7226;142
outside;0.0003;0.7229;143
bath;0.0003;0.7233;144
first;0.0003;0.7235;145
eye;0.0003;0.7239;146
tire;0.0002;0.7241;147
bad;0.0002;0.7243;148
ball;0.0002;0.7245;149
close;0.0002;0.7247;150
under;0.0002;0.7249;151
hungry;0.0002;0.7251;152
breakfast;0.0002;0.7253;153
around;0.0002;0.7255;154
dad;0.0002;0.7256;155
story;0.0002;0.7258;156
Grandma;0.0002;0.726;157
read;0.0002;0.7263;158
hi;0.0002;0.7265;159
stop;0.0002;0.7267;160
drive;0.0001;0.7268;161
lunch;0.0001;0.7269;162
doll;0.0001;0.7271;163
shirt;0.0001;0.7271;164
love;0.0001;0.7272;165
pant;0.0001;0.7273;166
sock;0.0001;0.7274;167
by;0.0001;0.7276;168
ride;0.0001;0.7277;169
us;0.0001;0.7278;170
cereal;0.0001;0.7278;171
brother;0.0001;0.728;172
ha;0.0001;0.7281;173
milk;0.0001;0.7282;174
sick;0.0001;0.7283;175
bathroom;0.0001;0.7284;176
thirsty;0.0000;0.7284;177
guy;0.0000;0.7285;178
kitchen;0.0000;0.7285;179
garage;0.0000;0.7285;180
tv;0.0000;0.7286;181
store;0.0000;0.7286;182
