word;frequency;cobertura;word_order
there;0.0438;0.0438;1
oh;0.0402;0.084;2
no;0.0363;0.1203;3
that;0.0328;0.1531;4
be;0.0321;0.1853;5
a;0.0278;0.2131;6
the;0.0275;0.2406;7
yeah;0.0200;0.2606;8
one;0.0199;0.2805;9
it;0.0193;0.2998;10
what;0.0156;0.3154;11
go;0.0155;0.3309;12
in;0.0134;0.3444;13
on;0.0129;0.3573;14
this;0.0128;0.3701;15
where;0.0116;0.3817;16
and;0.0113;0.393;17
here;0.0102;0.4031;18
do;0.0090;0.4121;19
more;0.0081;0.4203;20
baby;0.0081;0.4283;21
two;0.0070;0.4353;22
want;0.0068;0.4421;23
I;0.0068;0.449;24
down;0.0065;0.4555;25
man;0.0064;0.4619;26
yes;0.0052;0.4671;27
you;0.0045;0.4716;28
again;0.0045;0.4761;29
up;0.0044;0.4804;30
look;0.0039;0.4844;31
fish;0.0039;0.4883;32
stick;0.0037;0.4919;33
three;0.0037;0.4956;34
another;0.0035;0.4991;35
not;0.0033;0.5024;36
get;0.0033;0.5057;37
draw;0.0031;0.5087;38
hello;0.0030;0.5117;39
um;0.0029;0.5146;40
right;0.0029;0.5175;41
red;0.0027;0.5202;42
break;0.0027;0.5229;43
my;0.0026;0.5255;44
away;0.0025;0.528;45
all;0.0025;0.5306;46
out;0.0024;0.533;47
big;0.0023;0.5353;48
book;0.0023;0.5375;49
back;0.0022;0.5397;50
sit;0.0022;0.5419;51
huh;0.0022;0.5441;52
come;0.0021;0.5462;53
mine;0.0021;0.5483;54
off;0.0020;0.5503;55
find;0.0020;0.5523;56
apple;0.0020;0.5544;57
please;0.0018;0.5562;58
he;0.0018;0.558;59
water;0.0017;0.5596;60
ball;0.0017;0.5614;61
way;0.0017;0.5631;62
bite;0.0016;0.5647;63
juice;0.0016;0.5663;64
see;0.0016;0.5679;65
some;0.0016;0.5695;66
like;0.0016;0.5712;67
happen;0.0014;0.5725;68
push;0.0014;0.5739;69
put;0.0014;0.5753;70
now;0.0013;0.5766;71
help;0.0013;0.5779;72
eat;0.0013;0.5792;73
hand;0.0013;0.5805;74
wash;0.0012;0.5816;75
boy;0.0012;0.5829;76
fall;0.0012;0.5841;77
chip;0.0011;0.5852;78
have;0.0011;0.5863;79
cry;0.0011;0.5874;80
