word;frequency;cobertura;word_order
be;0.0663;0.0663;1
I;0.0440;0.1103;2
the;0.0289;0.1392;3
it;0.0279;0.1671;4
you;0.0256;0.1927;5
that;0.0250;0.2177;6
a;0.0216;0.2393;7
yeah;0.0200;0.2593;8
go;0.0191;0.2784;9
no;0.0161;0.2945;10
what;0.0145;0.309;11
in;0.0133;0.3223;12
my;0.0090;0.3313;13
on;0.0080;0.3392;14
yes;0.0071;0.3463;15
want;0.0063;0.3525;16
here;0.0052;0.3578;17
out;0.0022;0.36;18
off;0.0020;0.362;19
some;0.0020;0.3641;20
help;0.0011;0.3651;21
mine;0.0009;0.3661;22
more;0.0009;0.367;23
finish;0.0007;0.3676;24
