word;frequency;cobertura;word_order
be;0.0562;0.0562;1
I;0.0395;0.0957;2
it;0.0316;0.1273;3
go;0.0304;0.1577;4
yeah;0.0272;0.1849;5
a;0.0258;0.2106;6
that;0.0253;0.236;7
no;0.0233;0.2593;8
do;0.0217;0.281;9
the;0.0207;0.3017;10
not;0.0192;0.3209;11
you;0.0189;0.3397;12
and;0.0185;0.3582;13
one;0.0176;0.3757;14
there;0.0169;0.3926;15
get;0.0158;0.4085;16
this;0.0141;0.4226;17
to;0.0127;0.4352;18
in;0.0125;0.4478;19
on;0.0121;0.4599;20
my;0.0098;0.4697;21
have;0.0098;0.4795;22
he;0.0089;0.4883;23
yes;0.0073;0.4957;24
like;0.0059;0.5016;25
for;0.0040;0.5055;26
up;0.0040;0.5095;27
they;0.0038;0.5133;28
out;0.0033;0.5167;29
all;0.0033;0.5199;30
know;0.0026;0.5225;31
Mum;0.0023;0.5248;32
with;0.0022;0.527;33
of;0.0021;0.5291;34
her;0.0020;0.531;35
at;0.0018;0.5328;36
say;0.0016;0.5344;37
his;0.0016;0.5359;38
Anna;0.0015;0.5374;39
she;0.0013;0.5387;40
then;0.0013;0.54;41
but;0.0009;0.5409;42
when;0.0008;0.5417;43
home;0.0007;0.5424;44
lose;0.0003;0.5428;45
dad;0.0002;0.543;46
policeman;0.0001;0.543;47
wa;0.0000;0.543;48
