word;frequency;cobertura;word_order
be;0.0562;0.0562;1
I;0.0395;0.0957;2
it;0.0316;0.1273;3
go;0.0304;0.1577;4
yeah;0.0272;0.1849;5
a;0.0258;0.2106;6
that;0.0253;0.236;7
no;0.0233;0.2593;8
do;0.0217;0.281;9
the;0.0207;0.3017;10
not;0.0192;0.3209;11
you;0.0189;0.3397;12
and;0.0185;0.3582;13
one;0.0176;0.3757;14
there;0.0169;0.3926;15
get;0.0158;0.4085;16
oh;0.0158;0.4242;17
this;0.0141;0.4383;18
want;0.0128;0.4511;19
to;0.0127;0.4638;20
in;0.0125;0.4763;21
on;0.0121;0.4884;22
my;0.0098;0.4982;23
have;0.0098;0.508;24
what;0.0093;0.5174;25
he;0.0089;0.5262;26
yes;0.0073;0.5335;27
can;0.0069;0.5404;28
here;0.0068;0.5472;29
where;0.0067;0.5539;30
look;0.0066;0.5605;31
now;0.0065;0.567;32
me;0.0064;0.5734;33
put;0.0063;0.5798;34
some;0.0060;0.5858;35
like;0.0059;0.5917;36
we;0.0051;0.5968;37
come;0.0046;0.6014;38
for;0.0040;0.6054;39
up;0.0040;0.6093;40
two;0.0039;0.6132;41
make;0.0038;0.617;42
they;0.0038;0.6208;43
big;0.0037;0.6245;44
um;0.0036;0.6281;45
just;0.0034;0.6315;46
them;0.0034;0.6349;47
out;0.0033;0.6383;48
another;0.0033;0.6416;49
all;0.0033;0.6449;50
why;0.0033;0.6482;51
will;0.0032;0.6514;52
down;0.0029;0.6543;53
see;0.0029;0.6572;54
baby;0.0029;0.6601;55
because;0.0028;0.6629;56
little;0.0028;0.6657;57
play;0.0027;0.6684;58
bite;0.0027;0.6711;59
off;0.0027;0.6738;60
know;0.0026;0.6764;61
your;0.0024;0.6788;62
these;0.0023;0.6811;63
with;0.0022;0.6834;64
again;0.0021;0.6855;65
more;0.0021;0.6876;66
of;0.0021;0.6897;67
eat;0.0021;0.6918;68
take;0.0020;0.6938;69
her;0.0020;0.6957;70
back;0.0019;0.6976;71
at;0.0018;0.6994;72
