word;frequency;cobertura;word_order
there;0.0438;0.0438;1
no;0.0363;0.0801;2
that;0.0328;0.1129;3
be;0.0321;0.145;4
a;0.0278;0.1729;5
the;0.0275;0.2003;6
yeah;0.0200;0.2204;7
one;0.0199;0.2403;8
it;0.0193;0.2596;9
go;0.0155;0.2751;10
in;0.0134;0.2886;11
on;0.0129;0.3015;12
this;0.0128;0.3143;13
and;0.0113;0.3255;14
do;0.0090;0.3345;15
I;0.0068;0.3414;16
yes;0.0052;0.3466;17
you;0.0045;0.3511;18
up;0.0044;0.3554;19
not;0.0033;0.3587;20
get;0.0033;0.362;21
my;0.0026;0.3646;22
all;0.0025;0.3671;23
out;0.0024;0.3696;24
he;0.0018;0.3714;25
like;0.0016;0.373;26
Mum;0.0013;0.3743;27
have;0.0011;0.3754;28
they;0.0009;0.3763;29
for;0.0008;0.3772;30
she;0.0007;0.3778;31
Anna;0.0007;0.3785;32
of;0.0007;0.3792;33
to;0.0006;0.3798;34
with;0.0004;0.3802;35
her;0.0003;0.3805;36
lose;0.0003;0.3809;37
at;0.0002;0.381;38
Dad;0.0002;0.3812;39
say;0.0002;0.3814;40
know;0.0001;0.3816;41
then;0.0001;0.3817;42
his;0.0001;0.3818;43
home;0.0000;0.3819;44
