word;frequency;cobertura;word_order
be;0.0663;0.0663;1
I;0.0440;0.1103;2
do;0.0291;0.1395;3
the;0.0289;0.1683;4
it;0.0279;0.1963;5
you;0.0256;0.2219;6
that;0.0250;0.2469;7
a;0.0216;0.2684;8
not;0.0202;0.2886;9
and;0.0201;0.3087;10
yeah;0.0200;0.3287;11
go;0.0191;0.3478;12
no;0.0161;0.3639;13
there;0.0157;0.3797;14
what;0.0145;0.3942;15
in;0.0133;0.4075;16
one;0.0133;0.4208;17
he;0.0126;0.4334;18
get;0.0125;0.4459;19
this;0.0124;0.4583;20
to;0.0120;0.4703;21
have;0.0118;0.4821;22
my;0.0090;0.491;23
on;0.0080;0.499;24
them;0.0078;0.5068;25
know;0.0075;0.5143;26
they;0.0072;0.5216;27
me;0.0072;0.5288;28
yes;0.0071;0.5359;29
will;0.0069;0.5428;30
put;0.0065;0.5493;31
want;0.0063;0.5556;32
all;0.0062;0.5618;33
where;0.0058;0.5676;34
up;0.0058;0.5734;35
come;0.0055;0.5789;36
here;0.0052;0.5841;37
look;0.0052;0.5894;38
see;0.0050;0.5944;39
can;0.0047;0.5992;40
we;0.0046;0.6037;41
oh;0.0045;0.6082;42
like;0.0045;0.6128;43
she;0.0044;0.6172;44
of;0.0044;0.6216;45
for;0.0043;0.6258;46
big;0.0042;0.63;47
play;0.0039;0.6339;48
with;0.0038;0.6378;49
now;0.0033;0.6411;50
his;0.0032;0.6443;51
other;0.0029;0.6471;52
two;0.0029;0.65;53
at;0.0027;0.6527;54
okay;0.0027;0.6554;55
down;0.0026;0.658;56
then;0.0026;0.6606;57
break;0.0026;0.6632;58
make;0.0025;0.6657;59
him;0.0025;0.6682;60
let;0.0025;0.6707;61
but;0.0025;0.6732;62
your;0.0025;0.6757;63
why;0.0024;0.6781;64
thing;0.0024;0.6805;65
when;0.0022;0.6827;66
out;0.0022;0.6849;67
her;0.0021;0.687;68
um;0.0021;0.6891;69
well;0.0020;0.691;70
off;0.0020;0.6931;71
back;0.0020;0.6951;72
just;0.0020;0.697;73
some;0.0020;0.699;74
say;0.0019;0.7009;75
so;0.0019;0.7028;76
another;0.0017;0.7045;77
these;0.0017;0.7062;78
bite;0.0017;0.7079;79
how;0.0017;0.7096;80
eat;0.0017;0.7113;81
think;0.0017;0.713;82
give;0.0016;0.7147;83
too;0.0015;0.7162;84
three;0.0014;0.7176;85
who;0.0014;0.719;86
take;0.0013;0.7203;87
baby;0.0013;0.7216;88
again;0.0013;0.7228;89
call;0.0013;0.7241;90
work;0.0012;0.7253;91
bring;0.0012;0.7265;92
right;0.0012;0.7277;93
good;0.0012;0.7289;94
catch;0.0012;0.7301;95
need;0.0012;0.7313;96
because;0.0012;0.7325;97
water;0.0011;0.7336;98
tell;0.0011;0.7347;99
friend;0.0011;0.7359;100
help;0.0011;0.737;101
ah;0.0011;0.7381;102
red;0.0011;0.7393;103
away;0.0010;0.7403;104
girl;0.0010;0.7413;105
over;0.0010;0.7423;106
if;0.0010;0.7432;107
try;0.0010;0.7442;108
mine;0.0009;0.7451;109
day;0.0009;0.746;110
more;0.0009;0.7469;111
never;0.0009;0.7477;112
fish;0.0009;0.7486;113
else;0.0009;0.7495;114
find;0.0009;0.7505;115
time;0.0009;0.7514;116
boy;0.0009;0.7523;117
fall;0.0009;0.7531;118
from;0.0009;0.754;119
man;0.0008;0.7548;120
watch;0.0008;0.7557;121
school;0.0008;0.7564;122
way;0.0008;0.7572;123
show;0.0008;0.758;124
really;0.0007;0.7587;125
turn;0.0007;0.7594;126
about;0.0007;0.7601;127
run;0.0007;0.7608;128
keep;0.0007;0.7615;129
into;0.0007;0.7623;130
finish;0.0007;0.7629;131
please;0.0007;0.7636;132
open;0.0007;0.7643;133
night;0.0006;0.7649;134
their;0.0006;0.7655;135
sit;0.0006;0.7661;136
any;0.0006;0.7668;137
book;0.0006;0.7673;138
hello;0.0006;0.7679;139
cut;0.0006;0.7685;140
read;0.0006;0.7691;141
wait;0.0005;0.7697;142
lot;0.0005;0.7701;143
or;0.0005;0.7706;144
stay;0.0005;0.7711;145
nothing;0.0005;0.7717;146
home;0.0005;0.7722;147
four;0.0005;0.7727;148
new;0.0005;0.7732;149
leave;0.0005;0.7737;150
hit;0.0005;0.7743;151
first;0.0005;0.7748;152
five;0.0005;0.7753;153
those;0.0005;0.7759;154
mess;0.0005;0.7763;155
forget;0.0004;0.7767;156
bad;0.0004;0.7771;157
hold;0.0004;0.7775;158
food;0.0004;0.7779;159
bear;0.0004;0.7782;160
love;0.0004;0.7787;161
something;0.0004;0.7791;162
close;0.0004;0.7795;163
six;0.0004;0.7799;164
last;0.0004;0.7803;165
Mrs;0.0004;0.7807;166
throw;0.0004;0.7811;167
only;0.0004;0.7815;168
Dad;0.0004;0.7819;169
hear;0.0004;0.7822;170
huh;0.0004;0.7827;171
little;0.0004;0.7831;172
seven;0.0004;0.7835;173
which;0.0004;0.7839;174
thirty;0.0004;0.7844;175
start;0.0004;0.7847;176
clock;0.0004;0.7851;177
yours;0.0004;0.7855;178
animal;0.0004;0.7859;179
many;0.0004;0.7864;180
stop;0.0004;0.7868;181
lose;0.0003;0.7872;182
still;0.0003;0.7875;183
juice;0.0003;0.7878;184
side;0.0003;0.7881;185
our;0.0003;0.7884;186
shall;0.0003;0.7887;187
bye;0.0003;0.789;188
move;0.0003;0.7893;189
today;0.0003;0.7895;190
table;0.0003;0.7898;191
us;0.0003;0.7901;192
cold;0.0003;0.7904;193
thank;0.0003;0.7906;194
ten;0.0003;0.791;195
next;0.0003;0.7912;196
use;0.0003;0.7915;197
people;0.0003;0.7918;198
same;0.0003;0.7921;199
minute;0.0003;0.7924;200
maybe;0.0003;0.7928;201
funny;0.0003;0.7931;202
cheese;0.0003;0.7934;203
name;0.0003;0.7937;204
hey;0.0003;0.794;205
nice;0.0003;0.7943;206
Christmas;0.0003;0.7946;207
very;0.0003;0.7949;208
hi;0.0003;0.7952;209
eye;0.0003;0.7955;210
stick;0.0002;0.7957;211
old;0.0002;0.7959;212
fun;0.0002;0.7961;213
after;0.0002;0.7963;214
everything;0.0002;0.7965;215
happen;0.0002;0.7967;216
push;0.0002;0.7969;217
Ready;0.0002;0.7971;218
eight;0.0002;0.7973;219
already;0.0002;0.7975;220
sure;0.0002;0.7977;221
bit;0.0002;0.798;222
wash;0.0002;0.7982;223
laugh;0.0002;0.7984;224
outside;0.0002;0.7986;225
anything;0.0002;0.7989;226
hand;0.0002;0.7991;227
talk;0.0002;0.7992;228
sing;0.0002;0.7994;229
ask;0.0002;0.7996;230
hard;0.0002;0.7998;231
paper;0.0002;0.8;232
nine;0.0002;0.8003;233
stuff;0.0002;0.8004;234
alright;0.0002;0.8006;235
morning;0.0002;0.8008;236
somebody;0.0002;0.8009;237
as;0.0002;0.8012;238
cry;0.0002;0.8013;239
much;0.0002;0.8015;240
whole;0.0002;0.8018;241
apple;0.0002;0.802;242
fast;0.0002;0.8022;243
rock;0.0002;0.8023;244
draw;0.0002;0.8025;245
wear;0.0002;0.8027;246
miss;0.0002;0.8029;247
homework;0.0002;0.8031;248
press;0.0002;0.8032;249
twenty;0.0002;0.8034;250
always;0.0001;0.8036;251
year;0.0001;0.8037;252
eleven;0.0001;0.8038;253
everyone;0.0001;0.8039;254
fine;0.0001;0.804;255
meat;0.0001;0.8041;256
long;0.0001;0.8043;257
class;0.0001;0.8043;258
write;0.0001;0.8044;259
ball;0.0001;0.8044;260
even;0.0001;0.8045;261
real;0.0001;0.8046;262
pick;0.0001;0.8047;263
by;0.0001;0.8048;264
remember;0.0001;0.805;265
triangle;0.0001;0.805;266
yesterday;0.0001;0.8051;267
flat;0.0001;0.8052;268
game;0.0001;0.8053;269
frog;0.0001;0.8054;270
face;0.0001;0.8055;271
sun;0.0001;0.8056;272
pretty;0.0001;0.8056;273
crack;0.0001;0.8057;274
ever;0.0001;0.8057;275
wow;0.0001;0.8059;276
line;0.0001;0.806;277
number;0.0001;0.8061;278
listen;0.0001;0.8061;279
chip;0.0001;0.8062;280
happy;0.0001;0.8063;281
bell;0.0001;0.8064;282
hot;0.0001;0.8065;283
teacher;0.0001;0.8067;284
suppose;0.0001;0.8068;285
father;0.0001;0.8068;286
kitchen;0.0001;0.8069;287
than;0.0001;0.807;288
sorry;0.0001;0.8071;289
beat;0.0001;0.8071;290
twelve;0.0001;0.8072;291
fifteen;0.0001;0.8073;292
kid;0.0001;0.8073;293
whatever;0.0001;0.8074;294
sister;0.0001;0.8076;295
wrong;0.0001;0.8076;296
sign;0.0001;0.8077;297
shape;0.0001;0.8078;298
shoot;0.0001;0.8079;299
smash;0.0001;0.8079;300
mean;0.0001;0.808;301
feel;0.0001;0.8081;302
Mr;0.0001;0.8082;303
lunch;0.0001;0.8082;304
someone;0.0001;0.8083;305
half;0.0000;0.8083;306
bing;0.0000;0.8083;307
record;0.0000;0.8084;308
actually;0.0000;0.8084;309
song;0.0000;0.8084;310
blood;0.0000;0.8084;311
kick;0.0000;0.8085;312
taste;0.0000;0.8085;313
hour;0.0000;0.8085;314
easy;0.0000;0.8085;315
excuse;0.0000;0.8086;316
probably;0.0000;0.8086;317
basketball;0.0000;0.8086;318
walk;0.0000;0.8086;319
Germany;0.0000;0.8087;320
may;0.0000;0.8087;321
rotten;0.0000;0.8087;322
sixty;0.0000;0.8087;323
poo;0.0000;0.8088;324
sauce;0.0000;0.8088;325
glue;0.0000;0.8088;326
kind;0.0000;0.8088;327
hundred;0.0000;0.8089;328
care;0.0000;0.8089;329
cook;0.0000;0.8089;330
pass;0.0000;0.809;331
small;0.0000;0.809;332
cool;0.0000;0.809;333
potato;0.0000;0.809;334
