word;frequency;cobertura;word_order
be;0.0595;0.0595;1
I;0.0353;0.0948;2
yeah;0.0334;0.1282;3
the;0.0311;0.1593;4
it;0.0297;0.1889;5
that;0.0250;0.214;6
a;0.0226;0.2366;7
do;0.0222;0.2588;8
no;0.0209;0.2797;9
and;0.0203;0.3;10
you;0.0197;0.3197;11
not;0.0194;0.3391;12
go;0.0181;0.3573;13
there;0.0179;0.3752;14
to;0.0165;0.3916;15
in;0.0154;0.407;16
this;0.0149;0.4219;17
get;0.0149;0.4369;18
have;0.0128;0.4497;19
one;0.0124;0.4621;20
he;0.0111;0.4732;21
my;0.0092;0.4824;22
on;0.0075;0.49;23
up;0.0057;0.4957;24
like;0.0052;0.5009;25
know;0.0050;0.5059;26
yes;0.0047;0.5107;27
they;0.0045;0.5152;28
for;0.0044;0.5196;29
out;0.0041;0.5238;30
of;0.0033;0.5271;31
all;0.0032;0.5303;32
with;0.0032;0.5335;33
mum;0.0029;0.5364;34
she;0.0028;0.5392;35
but;0.0025;0.5417;36
at;0.0024;0.5441;37
her;0.0020;0.5461;38
then;0.0020;0.5481;39
his;0.0019;0.5499;40
say;0.0014;0.5513;41
when;0.0008;0.5521;42
home;0.0006;0.5527;43
lose;0.0003;0.5531;44
dad;0.0002;0.5532;45
