word;commonality;cobertura;word_order
the;9;0.029;1
in;9;0.042;2
on;9;0.05;3
that;9;0.075;4
go;9;0.094;5
I;9;0.138;6
be;9;0.205;7
it;9;0.232;8
you;9;0.258;9
my;9;0.267;10
out;9;0.269;11
and;8;0.289;12
but;8;0.292;13
one;8;0.305;14
a;8;0.327;15
all;8;0.333;16
this;8;0.345;17
some;8;0.347;18
there;8;0.363;19
like;8;0.368;20
with;8;0.372;21
of;8;0.376;22
at;8;0.379;23
for;8;0.383;24
want;8;0.389;25
home;8;0.39;26
get;8;0.402;27
they;8;0.409;28
she;8;0.414;29
her;8;0.416;30
his;8;0.419;31
then;8;0.422;32
not;8;0.442;33
up;8;0.448;34
to;8;0.46;35
do;8;0.489;36
have;8;0.501;37
know;8;0.508;38
when;8;0.51;39
no;8;0.526;40
yes;8;0.533;41
because;7;0.535;42
over;7;0.536;43
good;7;0.537;44
big;7;0.541;45
will;7;0.548;46
can;7;0.553;47
eat;7;0.554;48
today;7;0.555;49
Dad;7;0.555;50
time;7;0.556;51
see;7;0.561;52
we;7;0.566;53
me;7;0.573;54
he;7;0.585;55
them;7;0.593;56
our;7;0.594;57
so;7;0.595;58
too;7;0.597;59
wa;7;0.597;60
come;7;0.603;61
say;7;0.604;62
put;7;0.611;63
play;7;0.615;64
make;7;0.617;65
what;7;0.632;66
here;7;0.637;67
two;6;0.64;68
if;6;0.641;69
little;6;0.641;70
ball;6;0.641;71
first;6;0.642;72
house;6;0.643;73
people;6;0.644;74
back;6;0.646;75
give;6;0.647;76
ha;6;0.648;77
thing;6;0.65;78
how;6;0.652;79
your;6;0.654;80
something;6;0.655;81
watch;6;0.656;82
just;6;0.657;83
off;6;0.66;84
mine;6;0.66;85
more;6;0.661;86
help;6;0.662;87
new;5;0.663;88
friend;5;0.664;89
lot;5;0.665;90
water;5;0.666;91
book;5;0.666;92
dog;5;0.667;93
very;5;0.667;94
take;5;0.669;95
about;5;0.669;96
by;5;0.669;97
think;5;0.671;98
now;5;0.674;99
name;5;0.675;100
could;5;0.676;101
tell;5;0.677;102
find;5;0.678;103
car;5;0.679;104
look;5;0.684;105
let;5;0.687;106
down;5;0.689;107
where;5;0.695;108
need;5;0.696;109
him;5;0.699;110
turn;5;0.7;111
away;5;0.701;112
sit;5;0.701;113
these;5;0.703;114
baby;5;0.704;115
who;5;0.706;116
why;5;0.708;117
other;5;0.711;118
please;5;0.712;119
those;5;0.712;120
right;5;0.713;121
open;5;0.714;122
lunch;5;0.714;123
three;5;0.716;124
us;5;0.716;125
hand;5;0.716;126
stop;5;0.717;127
outside;4;0.717;128
after;4;0.717;129
next;4;0.717;130
teacher;4;0.717;131
school;4;0.718;132
day;4;0.719;133
love;4;0.72;134
sister;4;0.72;135
or;4;0.72;136
as;4;0.72;137
bye;4;0.721;138
maybe;4;0.721;139
food;4;0.721;140
well;4;0.723;141
many;4;0.724;142
fall;4;0.725;143
their;4;0.725;144
yeah;4;0.745;145
oh;4;0.75;146
okay;4;0.752;147
move;4;0.753;148
five;4;0.753;149
stay;4;0.754;150
show;4;0.755;151
again;4;0.756;152
bite;4;0.758;153
way;4;0.758;154
wash;4;0.759;155
boy;4;0.759;156
else;4;0.76;157
girl;4;0.761;158
juice;4;0.762;159
hi;4;0.762;160
an;3;0.764;161
into;3;0.764;162
last;3;0.765;163
nice;3;0.765;164
game;3;0.765;165
jump;3;0.766;166
cat;3;0.766;167
saw;3;0.767;168
brother;3;0.767;169
really;3;0.768;170
fun;3;0.768;171
cool;3;0.768;172
old;3;0.768;173
from;3;0.769;174
high;3;0.769;175
read;3;0.77;176
middle;3;0.77;177
stuff;3;0.77;178
call;3;0.771;179
much;3;0.771;180
kind;3;0.772;181
foot;3;0.772;182
long;3;0.772;183
hey;3;0.772;184
um;3;0.774;185
ah;3;0.775;186
hello;3;0.776;187
only;3;0.776;188
remember;3;0.776;189
than;3;0.776;190
yours;3;0.777;191
four;3;0.777;192
run;3;0.778;193
throw;3;0.778;194
drink;3;0.779;195
leave;3;0.779;196
push;3;0.78;197
wait;3;0.78;198
bit;3;0.78;199
green;3;0.781;200
pick;3;0.781;201
still;3;0.782;202
catch;3;0.783;203
man;3;0.784;204
shoe;3;0.784;205
finish;3;0.785;206
head;3;0.785;207
which;3;0.786;208
bad;3;0.786;209
table;3;0.787;210
chair;3;0.787;211
door;3;0.787;212
hot;3;0.787;213
room;3;0.788;214
another;3;0.79;215
red;3;0.791;216
use;3;0.791;217
cut;3;0.792;218
already;3;0.792;219
try;3;0.793;220
Ready;3;0.793;221
any;3;0.794;222
bird;2;0.794;223
favorite;2;0.794;224
frog;2;0.794;225
field;2;0.794;226
egg;2;0.794;227
family;2;0.794;228
birthday;2;0.795;229
sometimes;2;0.795;230
pretty;2;0.795;231
bear;2;0.795;232
buy;2;0.796;233
would;2;0.797;234
potato;2;0.797;235
money;2;0.797;236
great;2;0.797;237
start;2;0.797;238
together;2;0.798;239
rock;2;0.798;240
year;2;0.798;241
write;2;0.798;242
care;2;0.798;243
sock;2;0.798;244
always;2;0.798;245
Grandpa;2;0.798;246
drive;2;0.798;247
roll;2;0.798;248
dinner;2;0.799;249
hill;2;0.799;250
Mrs;2;0.799;251
Christmas;2;0.8;252
fine;2;0.8;253
flat;2;0.8;254
cannot;2;0.803;255
spider;2;0.803;256
Mum;2;0.804;257
hat;2;0.804;258
kick;2;0.804;259
sand;2;0.804;260
keep;2;0.805;261
apple;2;0.805;262
better;2;0.805;263
seven;2;0.806;264
sorry;2;0.806;265
break;2;0.808;266
stick;2;0.808;267
bring;2;0.81;268
everybody;2;0.81;269
funny;2;0.81;270
lose;2;0.811;271
close;2;0.811;272
happy;2;0.811;273
toy;2;0.812;274
bed;2;0.813;275
cookie;2;0.813;276
eye;2;0.814;277
inside;2;0.814;278
leg;2;0.814;279
milk;2;0.814;280
kitchen;2;0.814;281
ride;2;0.815;282
work;2;0.816;283
cold;2;0.816;284
walk;2;0.816;285
paint;2;0.816;286
blue;2;0.817;287
hair;2;0.818;288
yet;2;0.818;289
mommy;2;0.818;290
sure;2;0.818;291
thank;2;0.819;292
fish;2;0.82;293
glue;2;0.82;294
real;2;0.82;295
tape;2;0.82;296
top;2;0.82;297
bell;2;0.82;298
black;2;0.821;299
line;2;0.821;300
suppose;2;0.821;301
fire;2;0.821;302
hear;2;0.822;303
huh;2;0.822;304
side;2;0.822;305
whole;2;0.823;306
even;2;0.823;307
mean;2;0.823;308
face;2;0.823;309
hold;2;0.823;310
same;2;0.823;311
may;2;0.823;312
everything;2;0.824;313
somebody;2;0.824;314
someone;2;0.824;315
never;2;0.825;316
brown;1;0.825;317
best;1;0.825;318
miss;1;0.825;319
cousin;1;0.825;320
pool;1;0.826;321
Aunt;1;0.826;322
bunny;1;0.826;323
rabbit;1;0.826;324
Easter;1;0.826;325
every;1;0.826;326
dear;1;0.826;327
live;1;0.827;328
shop;1;0.827;329
anymore;1;0.827;330
holiday;1;0.827;331
soon;1;0.827;332
picture;1;0.828;333
tomorrow;1;0.828;334
dry;1;0.828;335
hope;1;0.828;336
men;1;0.828;337
place;1;0.828;338
park;1;0.829;339
meet;1;0.829;340
arm;1;0.829;341
mother;1;0.829;342
carry;1;0.83;343
afraid;1;0.83;344
mat;1;0.83;345
corner;1;0.83;346
Pie;1;0.83;347
change;1;0.83;348
race;1;0.83;349
end;1;0.83;350
cute;1;0.83;351
sea;1;0.83;352
bowl;1;0.83;353
area;1;0.83;354
grow;1;0.831;355
dentist;1;0.831;356
ago;1;0.831;357
yep;1;0.832;358
gotta;1;0.832;359
yummy;1;0.832;360
Mummy;1;0.834;361
hah;1;0.834;362
quick;1;0.834;363
hole;1;0.834;364
nah;1;0.834;365
naughty;1;0.834;366
dig;1;0.834;367
yum;1;0.835;368
seat;1;0.835;369
bottom;1;0.835;370
bin;1;0.835;371
step;1;0.835;372
fell;1;0.837;373
bum;1;0.837;374
should;1;0.837;375
thirsty;1;0.837;376
under;1;0.837;377
Grandma;1;0.837;378
hungry;1;0.837;379
sick;1;0.838;380
bath;1;0.838;381
breakfast;1;0.838;382
coat;1;0.838;383
garage;1;0.838;384
hurt;1;0.839;385
music;1;0.839;386
sad;1;0.839;387
story;1;0.84;388
tv;1;0.84;389
mad;1;0.84;390
doll;1;0.84;391
tire;1;0.84;392
sleep;1;0.841;393
Katie;1;0.841;394
white;1;0.842;395
yellow;1;0.842;396
noodle;1;0.842;397
cracker;1;0.843;398
butter;1;0.843;399
orange;1;0.843;400
boat;1;0.843;401
light;1;0.843;402
stand;1;0.843;403
tickle;1;0.844;404
train;1;0.845;405
whoop;1;0.845;406
cake;1;0.845;407
clean;1;0.845;408
color;1;0.846;409
party;1;0.846;410
wand;1;0.846;411
cow;1;0.846;412
farm;1;0.846;413
hide;1;0.847;414
scissor;1;0.847;415
fence;1;0.847;416
through;1;0.847;417
different;1;0.847;418
fly;1;0.848;419
