word;commonality;cobertura;word_order
the;9;0.031;1
in;9;0.046;2
on;9;0.054;3
that;9;0.079;4
go;9;0.097;5
I;9;0.132;6
be;9;0.192;7
it;9;0.222;8
you;9;0.241;9
my;9;0.251;10
out;9;0.255;11
and;8;0.275;12
but;8;0.277;13
one;8;0.29;14
a;8;0.313;15
all;8;0.316;16
this;8;0.331;17
some;8;0.335;18
there;8;0.353;19
like;8;0.358;20
with;8;0.362;21
of;8;0.365;22
at;8;0.367;23
for;8;0.372;24
want;8;0.381;25
home;8;0.381;26
get;8;0.396;27
they;8;0.401;28
she;8;0.404;29
her;8;0.406;30
his;8;0.407;31
then;8;0.409;32
not;8;0.429;33
up;8;0.434;34
to;8;0.451;35
do;8;0.473;36
have;8;0.486;37
know;8;0.491;38
when;8;0.492;39
no;8;0.513;40
yes;8;0.517;41
because;7;0.519;42
over;7;0.521;43
good;7;0.521;44
big;7;0.524;45
will;7;0.529;46
can;7;0.537;47
eat;7;0.541;48
today;7;0.541;49
dad;7;0.541;50
time;7;0.542;51
see;7;0.545;52
we;7;0.551;53
me;7;0.559;54
he;7;0.571;55
them;7;0.576;56
our;7;0.576;57
so;7;0.578;58
too;7;0.58;59
come;7;0.584;60
say;7;0.586;61
put;7;0.592;62
play;7;0.596;63
make;7;0.598;64
what;7;0.607;65
here;7;0.614;66
two;6;0.616;67
if;6;0.617;68
little;6;0.619;69
ball;6;0.619;70
first;6;0.619;71
house;6;0.622;72
mom;6;0.625;73
people;6;0.625;74
back;6;0.627;75
give;6;0.628;76
ha;6;0.628;77
thing;6;0.629;78
how;6;0.63;79
your;6;0.633;80
something;6;0.634;81
watch;6;0.635;82
just;6;0.638;83
off;6;0.639;84
mine;6;0.641;85
more;6;0.643;86
help;6;0.643;87
new;5;0.644;88
friend;5;0.644;89
lot;5;0.645;90
water;5;0.647;91
book;5;0.647;92
dog;5;0.649;93
very;5;0.649;94
take;5;0.651;95
about;5;0.652;96
by;5;0.652;97
think;5;0.654;98
now;5;0.659;99
name;5;0.66;100
could;5;0.66;101
tell;5;0.66;102
find;5;0.662;103
car;5;0.664;104
look;5;0.671;105
let;5;0.673;106
down;5;0.676;107
where;5;0.683;108
need;5;0.686;109
him;5;0.689;110
turn;5;0.69;111
away;5;0.69;112
sit;5;0.692;113
these;5;0.694;114
baby;5;0.696;115
who;5;0.696;116
why;5;0.699;117
other;5;0.701;118
please;5;0.701;119
those;5;0.701;120
right;5;0.703;121
open;5;0.705;122
lunch;5;0.705;123
three;5;0.706;124
us;5;0.706;125
guy;5;0.706;126
hand;5;0.707;127
stop;5;0.708;128
outside;4;0.708;129
after;4;0.708;130
next;4;0.708;131
teacher;4;0.709;132
school;4;0.709;133
day;4;0.709;134
love;4;0.709;135
or;4;0.709;136
as;4;0.71;137
bye;4;0.71;138
maybe;4;0.71;139
food;4;0.711;140
well;4;0.712;141
many;4;0.712;142
fall;4;0.712;143
their;4;0.713;144
yeah;4;0.746;145
oh;4;0.753;146
okay;4;0.754;147
move;4;0.754;148
five;4;0.755;149
stay;4;0.755;150
show;4;0.755;151
again;4;0.756;152
bite;4;0.758;153
way;4;0.759;154
wash;4;0.76;155
around;4;0.76;156
boy;4;0.761;157
else;4;0.761;158
girl;4;0.762;159
juice;4;0.763;160
hi;4;0.763;161
an;3;0.764;162
into;3;0.764;163
last;3;0.764;164
nice;3;0.765;165
game;3;0.765;166
jump;3;0.766;167
cat;3;0.768;168
saw;3;0.768;169
brother;3;0.769;170
really;3;0.769;171
cool;3;0.769;172
old;3;0.769;173
from;3;0.77;174
high;3;0.77;175
read;3;0.77;176
middle;3;0.77;177
stuff;3;0.77;178
call;3;0.771;179
much;3;0.771;180
foot;3;0.771;181
long;3;0.772;182
hey;3;0.772;183
um;3;0.775;184
ah;3;0.776;185
hello;3;0.777;186
only;3;0.779;187
remember;3;0.779;188
than;3;0.779;189
yours;3;0.779;190
four;3;0.78;191
run;3;0.78;192
throw;3;0.78;193
drink;3;0.782;194
leave;3;0.782;195
push;3;0.783;196
wait;3;0.783;197
green;3;0.784;198
pick;3;0.784;199
still;3;0.784;200
catch;3;0.784;201
man;3;0.785;202
shoe;3;0.785;203
