word;commonality;cobertura;word_order
the;9;0.022;1
in;9;0.039;2
on;9;0.057;3
that;9;0.089;4
go;9;0.115;5
I;9;0.144;6
be;9;0.191;7
it;9;0.223;8
you;9;0.23;9
my;9;0.238;10
out;9;0.244;11
and;8;0.252;12
but;8;0.252;13
one;8;0.271;14
a;8;0.297;15
all;8;0.299;16
this;8;0.31;17
some;8;0.314;18
there;8;0.349;19
like;8;0.353;20
with;8;0.354;21
of;8;0.355;22
at;8;0.355;23
for;8;0.357;24
want;8;0.37;25
home;8;0.37;26
get;8;0.385;27
they;8;0.387;28
she;8;0.387;29
her;8;0.388;30
his;8;0.389;31
then;8;0.389;32
not;8;0.4;33
up;8;0.405;34
to;8;0.411;35
do;8;0.424;36
have;8;0.429;37
know;8;0.43;38
when;8;0.43;39
no;8;0.464;40
yes;8;0.471;41
because;7;0.471;42
over;7;0.472;43
good;7;0.473;44
big;7;0.476;45
will;7;0.477;46
can;7;0.478;47
eat;7;0.481;48
today;7;0.481;49
Dad;7;0.481;50
time;7;0.481;51
see;7;0.483;52
we;7;0.484;53
me;7;0.491;54
he;7;0.497;55
them;7;0.498;56
our;7;0.498;57
so;7;0.498;58
too;7;0.5;59
come;7;0.505;60
say;7;0.506;61
put;7;0.511;62
play;7;0.514;63
make;7;0.517;64
what;7;0.524;65
here;7;0.53;66
two;6;0.534;67
if;6;0.534;68
little;6;0.536;69
ball;6;0.537;70
first;6;0.537;71
house;6;0.538;72
people;6;0.539;73
back;6;0.542;74
give;6;0.542;75
ha;6;0.542;76
thing;6;0.542;77
how;6;0.542;78
your;6;0.544;79
something;6;0.544;80
watch;6;0.544;81
just;6;0.546;82
off;6;0.55;83
mine;6;0.552;84
more;6;0.557;85
help;6;0.558;86
new;5;0.558;87
friend;5;0.558;88
lot;5;0.558;89
water;5;0.559;90
book;5;0.56;91
dog;5;0.561;92
very;5;0.561;93
take;5;0.563;94
about;5;0.563;95
by;5;0.563;96
think;5;0.564;97
now;5;0.567;98
name;5;0.567;99
could;5;0.567;100
tell;5;0.567;101
find;5;0.569;102
car;5;0.575;103
look;5;0.581;104
let;5;0.582;105
down;5;0.588;106
where;5;0.594;107
need;5;0.597;108
him;5;0.597;109
turn;5;0.598;110
away;5;0.6;111
sit;5;0.604;112
these;5;0.605;113
baby;5;0.608;114
who;5;0.609;115
why;5;0.609;116
other;5;0.611;117
please;5;0.613;118
those;5;0.614;119
right;5;0.615;120
open;5;0.616;121
lunch;5;0.616;122
three;5;0.618;123
us;5;0.618;124
hand;5;0.619;125
stop;5;0.62;126
outside;4;0.62;127
after;4;0.62;128
next;4;0.62;129
teacher;4;0.62;130
school;4;0.62;131
day;4;0.621;132
love;4;0.621;133
sister;4;0.621;134
or;4;0.621;135
as;4;0.621;136
bye;4;0.621;137
maybe;4;0.622;138
food;4;0.622;139
well;4;0.622;140
many;4;0.622;141
fall;4;0.624;142
their;4;0.624;143
yeah;4;0.652;144
oh;4;0.672;145
okay;4;0.673;146
move;4;0.674;147
five;4;0.674;148
stay;4;0.675;149
show;4;0.675;150
again;4;0.678;151
bite;4;0.68;152
Way;4;0.682;153
wash;4;0.682;154
around;4;0.682;155
boy;4;0.683;156
else;4;0.683;157
girl;4;0.684;158
juice;4;0.684;159
hi;4;0.684;160
an;3;0.684;161
into;3;0.685;162
last;3;0.685;163
nice;3;0.686;164
game;3;0.686;165
jump;3;0.686;166
cat;3;0.688;167
saw;3;0.688;168
brother;3;0.688;169
really;3;0.688;170
fun;3;0.688;171
cool;3;0.688;172
old;3;0.688;173
from;3;0.688;174
high;3;0.688;175
read;3;0.689;176
middle;3;0.689;177
stuff;3;0.689;178
call;3;0.689;179
much;3;0.689;180
kind;3;0.689;181
foot;3;0.69;182
long;3;0.69;183
hey;3;0.69;184
um;3;0.694;185
ah;3;0.694;186
hello;3;0.695;187
only;3;0.695;188
remember;3;0.695;189
than;3;0.695;190
yours;3;0.696;191
four;3;0.697;192
run;3;0.697;193
throw;3;0.698;194
drink;3;0.699;195
leave;3;0.699;196
push;3;0.7;197
wait;3;0.7;198
bit;3;0.7;199
green;3;0.702;200
pick;3;0.702;201
still;3;0.702;202
catch;3;0.703;203
