word;commonality;cobertura;word_order
the;9;0.021;1
in;9;0.033;2
on;9;0.045;3
that;9;0.071;4
go;9;0.101;5
I;9;0.141;6
be;9;0.197;7
it;9;0.228;8
you;9;0.247;9
my;9;0.257;10
out;9;0.26;11
and;8;0.279;12
but;8;0.28;13
one;8;0.297;14
a;8;0.323;15
all;8;0.326;16
this;8;0.34;17
some;8;0.346;18
there;8;0.363;19
like;8;0.369;20
with;8;0.371;21
of;8;0.374;22
at;8;0.375;23
for;8;0.379;24
want;8;0.392;25
home;8;0.393;26
get;8;0.409;27
they;8;0.412;28
she;8;0.414;29
her;8;0.416;30
his;8;0.417;31
then;8;0.418;32
not;8;0.438;33
up;8;0.442;34
to;8;0.454;35
do;8;0.476;36
have;8;0.486;37
know;8;0.488;38
when;8;0.489;39
no;8;0.512;40
yes;8;0.52;41
because;7;0.523;42
over;7;0.524;43
good;7;0.525;44
big;7;0.528;45
will;7;0.532;46
can;7;0.539;47
eat;7;0.541;48
today;7;0.541;49
dad;7;0.541;50
time;7;0.542;51
see;7;0.545;52
we;7;0.55;53
me;7;0.556;54
he;7;0.565;55
them;7;0.568;56
our;7;0.569;57
so;7;0.569;58
too;7;0.571;59
wa;7;0.571;60
come;7;0.576;61
say;7;0.577;62
put;7;0.583;63
play;7;0.586;64
make;7;0.59;65
what;7;0.599;66
here;7;0.606;67
two;6;0.61;68
if;6;0.61;69
little;6;0.613;70
ball;6;0.614;71
first;6;0.614;72
house;6;0.615;73
people;6;0.616;74
back;6;0.618;75
give;6;0.618;76
ha;6;0.618;77
thing;6;0.619;78
how;6;0.619;79
your;6;0.622;80
something;6;0.623;81
watch;6;0.623;82
just;6;0.626;83
off;6;0.629;84
mine;6;0.631;85
more;6;0.633;86
help;6;0.634;87
new;5;0.634;88
friend;5;0.634;89
lot;5;0.635;90
water;5;0.635;91
book;5;0.636;92
dog;5;0.637;93
very;5;0.638;94
take;5;0.64;95
about;5;0.641;96
by;5;0.641;97
think;5;0.642;98
now;5;0.649;99
name;5;0.649;100
could;5;0.649;101
tell;5;0.65;102
find;5;0.651;103
car;5;0.655;104
look;5;0.661;105
let;5;0.663;106
down;5;0.666;107
where;5;0.673;108
need;5;0.674;109
him;5;0.676;110
turn;5;0.677;111
away;5;0.678;112
sit;5;0.68;113
these;5;0.682;114
baby;5;0.685;115
who;5;0.686;116
why;5;0.689;117
other;5;0.69;118
please;5;0.691;119
those;5;0.692;120
right;5;0.694;121
open;5;0.695;122
lunch;5;0.695;123
three;5;0.696;124
us;5;0.696;125
guy;5;0.696;126
hand;5;0.697;127
stop;5;0.698;128
outside;4;0.698;129
after;4;0.698;130
next;4;0.699;131
teacher;4;0.699;132
school;4;0.699;133
day;4;0.699;134
love;4;0.699;135
sister;4;0.699;136
or;4;0.7;137
as;4;0.7;138
bye;4;0.7;139
maybe;4;0.701;140
food;4;0.702;141
well;4;0.702;142
many;4;0.702;143
fall;4;0.703;144
their;4;0.703;145
yeah;4;0.731;146
oh;4;0.746;147
okay;4;0.747;148
move;4;0.748;149
five;4;0.748;150
stay;4;0.749;151
show;4;0.749;152
again;4;0.751;153
bite;4;0.754;154
way;4;0.755;155
wash;4;0.755;156
around;4;0.755;157
boy;4;0.756;158
else;4;0.756;159
girl;4;0.757;160
juice;4;0.757;161
hi;4;0.757;162
an;3;0.757;163
into;3;0.758;164
last;3;0.758;165
nice;3;0.759;166
game;3;0.759;167
jump;3;0.759;168
cat;3;0.76;169
saw;3;0.76;170
brother;3;0.76;171
really;3;0.761;172
fun;3;0.761;173
cool;3;0.761;174
old;3;0.761;175
from;3;0.761;176
high;3;0.762;177
read;3;0.762;178
middle;3;0.762;179
stuff;3;0.763;180
call;3;0.763;181
much;3;0.763;182
kind;3;0.763;183
foot;3;0.764;184
long;3;0.764;185
hey;3;0.764;186
um;3;0.768;187
ah;3;0.768;188
hello;3;0.769;189
only;3;0.77;190
remember;3;0.77;191
than;3;0.77;192
yours;3;0.771;193
four;3;0.772;194
run;3;0.772;195
throw;3;0.772;196
drink;3;0.773;197
leave;3;0.774;198
push;3;0.774;199
wait;3;0.775;200
bit;3;0.775;201
green;3;0.776;202
pick;3;0.776;203
still;3;0.776;204
catch;3;0.777;205
Man;3;0.778;206
shoe;3;0.778;207
finish;3;0.779;208
head;3;0.779;209
which;3;0.779;210
bad;3;0.78;211
table;3;0.78;212
chair;3;0.78;213
door;3;0.781;214
hot;3;0.782;215
room;3;0.782;216
another;3;0.785;217
red;3;0.786;218
use;3;0.786;219
cut;3;0.787;220
already;3;0.787;221
try;3;0.788;222
ready;3;0.788;223
almost;3;0.788;224
any;3;0.788;225
bird;2;0.789;226
favorite;2;0.789;227
frog;2;0.789;228
field;2;0.789;229
egg;2;0.79;230
family;2;0.79;231
birthday;2;0.79;232
sometimes;2;0.791;233
pretty;2;0.791;234
bear;2;0.791;235
buy;2;0.792;236
would;2;0.792;237
potato;2;0.792;238
money;2;0.792;239
great;2;0.792;240
start;2;0.792;241
together;2;0.792;242
square;2;0.792;243
rock;2;0.792;244
year;2;0.792;245
write;2;0.793;246
care;2;0.793;247
sock;2;0.793;248
always;2;0.793;249
Grandpa;2;0.793;250
corn;2;0.793;251
drive;2;0.794;252
roll;2;0.794;253
dinner;2;0.794;254
hill;2;0.795;255
Mrs;2;0.795;256
Christmas;2;0.795;257
fine;2;0.795;258
flat;2;0.795;259
cannot;2;0.8;260
spider;2;0.8;261
Mum;2;0.802;262
hat;2;0.803;263
kick;2;0.803;264
sand;2;0.803;265
keep;2;0.803;266
apple;2;0.804;267
better;2;0.804;268
seven;2;0.805;269
sorry;2;0.805;270
break;2;0.807;271
stick;2;0.807;272
bring;2;0.808;273
everybody;2;0.808;274
funny;2;0.808;275
lose;2;0.808;276
close;2;0.809;277
happy;2;0.809;278
toy;2;0.81;279
bathroom;2;0.81;280
bed;2;0.811;281
eye;2;0.811;282
inside;2;0.811;283
leg;2;0.812;284
milk;2;0.812;285
kitchen;2;0.812;286
ride;2;0.813;287
work;2;0.813;288
cold;2;0.814;289
walk;2;0.814;290
paint;2;0.814;291
blue;2;0.815;292
hair;2;0.816;293
yet;2;0.817;294
sure;2;0.817;295
thank;2;0.817;296
fish;2;0.817;297
glue;2;0.817;298
real;2;0.817;299
tape;2;0.817;300
top;2;0.818;301
bell;2;0.818;302
black;2;0.819;303
line;2;0.819;304
suppose;2;0.819;305
fire;2;0.819;306
hear;2;0.819;307
huh;2;0.82;308
side;2;0.821;309
whole;2;0.821;310
even;2;0.821;311
mean;2;0.821;312
face;2;0.821;313
hold;2;0.822;314
same;2;0.822;315
may;2;0.822;316
everything;2;0.822;317
somebody;2;0.822;318
someone;2;0.822;319
never;2;0.822;320
brown;1;0.823;321
best;1;0.823;322
miss;1;0.823;323
pool;1;0.823;324
trip;1;0.823;325
bunny;1;0.823;326
rabbit;1;0.823;327
Easter;1;0.823;328
every;1;0.823;329
dear;1;0.824;330
live;1;0.825;331
shop;1;0.825;332
anymore;1;0.825;333
collect;1;0.825;334
full;1;0.826;335
celebrate;1;0.826;336
holiday;1;0.826;337
football;1;0.826;338
soon;1;0.826;339
usually;1;0.826;340
decide;1;0.826;341
picture;1;0.826;342
tomorrow;1;0.826;343
dry;1;0.826;344
forest;1;0.826;345
hope;1;0.826;346
Lucky;1;0.827;347
men;1;0.827;348
place;1;0.827;349
park;1;0.827;350
cant;1;0.827;351
meet;1;0.827;352
arm;1;0.827;353
chew;1;0.827;354
mother;1;0.827;355
carry;1;0.828;356
mat;1;0.828;357
turkey;1;0.828;358
pen;1;0.828;359
corner;1;0.828;360
slip;1;0.828;361
pie;1;0.828;362
change;1;0.828;363
race;1;0.828;364
glad;1;0.828;365
end;1;0.828;366
suddenly;1;0.828;367
sea;1;0.828;368
dust;1;0.828;369
bowl;1;0.828;370
area;1;0.828;371
grow;1;0.828;372
circle;1;0.829;373
lane;1;0.829;374
Lancaster;1;0.829;375
Thursday;1;0.829;376
ago;1;0.829;377
mix;1;0.829;378
china;1;0.829;379
summer;1;0.829;380
begin;1;0.829;381
Spiderman;1;0.829;382
yep;1;0.829;383
gotta;1;0.829;384
yummy;1;0.829;385
Mummy;1;0.835;386
quick;1;0.835;387
hole;1;0.836;388
nah;1;0.836;389
naughty;1;0.836;390
dig;1;0.836;391
yum;1;0.837;392
seat;1;0.837;393
bottom;1;0.837;394
bin;1;0.837;395
step;1;0.837;396
fell;1;0.837;397
beautiful;1;0.838;398
bum;1;0.838;399
should;1;0.838;400
Anna;1;0.839;401
policeman;1;0.839;402
thirsty;1;0.839;403
under;1;0.84;404
Grandma;1;0.84;405
hug;1;0.84;406
hungry;1;0.84;407
potty;1;0.84;408
sick;1;0.84;409
bath;1;0.841;410
breakfast;1;0.841;411
coat;1;0.841;412
garage;1;0.841;413
hurt;1;0.842;414
music;1;0.842;415
sad;1;0.842;416
store;1;0.842;417
story;1;0.842;418
tv;1;0.842;419
mad;1;0.842;420
pant;1;0.842;421
doll;1;0.842;422
shirt;1;0.842;423
tire;1;0.843;424
sleep;1;0.844;425
Katie;1;0.844;426
boo;1;0.844;427
white;1;0.844;428
yellow;1;0.845;429
cracker;1;0.845;430
peanut;1;0.845;431
butter;1;0.845;432
orange;1;0.846;433
boat;1;0.847;434
light;1;0.847;435
stand;1;0.848;436
tickle;1;0.848;437
train;1;0.85;438
Susie;1;0.85;439
whoop;1;0.851;440
cake;1;0.851;441
clean;1;0.852;442
color;1;0.852;443
Jamie;1;0.852;444
party;1;0.852;445
wand;1;0.852;446
cow;1;0.853;447
farm;1;0.854;448
hide;1;0.854;449
scissor;1;0.854;450
bobby;1;0.854;451
fence;1;0.854;452
through;1;0.855;453
ant;1;0.855;454
different;1;0.855;455
fly;1;0.855;456
messy;1;0.855;457
shut;1;0.855;458
bean;1;0.855;459
box;1;0.856;460
candy;1;0.856;461
cause;1;0.856;462
cup;1;0.857;463
doctor;1;0.857;464
duck;1;0.857;465
finger;1;0.858;466
horse;1;0.858;467
piece;1;0.859;468
bug;1;0.859;469
tree;1;0.859;470
turtle;1;0.859;471
bet;1;0.859;472
