word;commonality;cobertura;word_order
other;5;0.704;118
please;5;0.704;119
those;5;0.704;120
right;5;0.706;121
open;5;0.707;122
lunch;5;0.707;123
three;5;0.708;124
us;5;0.708;125
hand;5;0.708;126
stop;5;0.709;127
outside;4;0.709;128
after;4;0.709;129
next;4;0.71;130
teacher;4;0.71;131
school;4;0.711;132
day;4;0.711;133
love;4;0.712;134
sister;4;0.712;135
or;4;0.713;136
as;4;0.713;137
bye;4;0.713;138
maybe;4;0.714;139
food;4;0.714;140
well;4;0.719;141
many;4;0.719;142
fall;4;0.72;143
their;4;0.72;144
yeah;4;0.736;145
oh;4;0.74;146
okay;4;0.741;147
move;4;0.741;148
five;4;0.742;149
stay;4;0.742;150
show;4;0.743;151
again;4;0.744;152
bite;4;0.745;153
way;4;0.746;154
wash;4;0.746;155
around;4;0.746;156
boy;4;0.747;157
else;4;0.748;158
girl;4;0.749;159
juice;4;0.75;160
hi;4;0.75;161
an;3;0.751;162
into;3;0.752;163
last;3;0.752;164
nice;3;0.752;165
game;3;0.753;166
jump;3;0.753;167
cat;3;0.754;168
saw;3;0.754;169
brother;3;0.755;170
really;3;0.755;171
fun;3;0.756;172
cool;3;0.756;173
old;3;0.756;174
from;3;0.757;175
high;3;0.757;176
read;3;0.758;177
middle;3;0.758;178
stuff;3;0.758;179
call;3;0.759;180
much;3;0.759;181
foot;3;0.76;182
long;3;0.76;183
hey;3;0.76;184
um;3;0.763;185
ah;3;0.764;186
hello;3;0.764;187
only;3;0.765;188
remember;3;0.766;189
than;3;0.766;190
yours;3;0.767;191
four;3;0.768;192
run;3;0.768;193
throw;3;0.769;194
drink;3;0.769;195
leave;3;0.77;196
push;3;0.77;197
wait;3;0.77;198
bit;3;0.77;199
green;3;0.771;200
pick;3;0.771;201
still;3;0.772;202
catch;3;0.772;203
man;3;0.774;204
shoe;3;0.774;205
finish;3;0.775;206
head;3;0.775;207
which;3;0.775;208
bad;3;0.776;209
table;3;0.776;210
chair;3;0.776;211
door;3;0.777;212
hot;3;0.777;213
room;3;0.777;214
another;3;0.779;215
red;3;0.779;216
use;3;0.78;217
cut;3;0.78;218
already;3;0.78;219
try;3;0.781;220
ready;3;0.781;221
any;3;0.782;222
bird;2;0.782;223
favorite;2;0.782;224
frog;2;0.782;225
field;2;0.782;226
egg;2;0.782;227
family;2;0.783;228
Birthday;2;0.783;229
sometimes;2;0.783;230
bear;2;0.783;231
buy;2;0.784;232
would;2;0.785;233
money;2;0.786;234
great;2;0.786;235
start;2;0.786;236
together;2;0.787;237
level;2;0.787;238
rock;2;0.787;239
year;2;0.787;240
write;2;0.787;241
sock;2;0.787;242
always;2;0.788;243
drive;2;0.788;244
roll;2;0.788;245
dinner;2;0.788;246
hill;2;0.788;247
Mrs;2;0.788;248
christmas;2;0.789;249
cannot;2;0.791;250
spider;2;0.791;251
mum;2;0.792;252
hat;2;0.792;253
kick;2;0.793;254
sand;2;0.793;255
keep;2;0.793;256
apple;2;0.794;257
better;2;0.794;258
seven;2;0.794;259
break;2;0.796;260
stick;2;0.796;261
bring;2;0.798;262
everybody;2;0.798;263
funny;2;0.798;264
lose;2;0.799;265
close;2;0.799;266
happy;2;0.8;267
toy;2;0.8;268
bed;2;0.801;269
eye;2;0.802;270
inside;2;0.802;271
leg;2;0.802;272
milk;2;0.802;273
kitchen;2;0.802;274
ride;2;0.803;275
work;2;0.804;276
cold;2;0.804;277
walk;2;0.804;278
paint;2;0.804;279
blue;2;0.805;280
hair;2;0.806;281
yet;2;0.806;282
Mommy;2;0.806;283
sure;2;0.806;284
fish;2;0.806;285
glue;2;0.806;286
real;2;0.807;287
tape;2;0.807;288
top;2;0.808;289
bell;2;0.808;290
black;2;0.808;291
line;2;0.808;292
fire;2;0.809;293
hear;2;0.809;294
huh;2;0.81;295
side;2;0.81;296
whole;2;0.81;297
even;2;0.81;298
mean;2;0.81;299
face;2;0.811;300
hold;2;0.811;301
same;2;0.812;302
everything;2;0.812;303
somebody;2;0.812;304
never;2;0.813;305
brown;1;0.813;306
best;1;0.813;307
miss;1;0.813;308
cousin;1;0.813;309
pool;1;0.814;310
trip;1;0.814;311
Aunt;1;0.814;312
bunny;1;0.814;313
rabbit;1;0.814;314
every;1;0.814;315
dear;1;0.814;316
live;1;0.815;317
shop;1;0.815;318
anymore;1;0.815;319
full;1;0.816;320
holiday;1;0.816;321
soon;1;0.816;322
usually;1;0.816;323
picture;1;0.816;324
tomorrow;1;0.817;325
dry;1;0.817;326
forest;1;0.817;327
city;1;0.817;328
men;1;0.817;329
place;1;0.817;330
park;1;0.818;331
meet;1;0.818;332
arm;1;0.818;333
chew;1;0.818;334
mother;1;0.818;335
carry;1;0.818;336
turkey;1;0.818;337
pen;1;0.818;338
corner;1;0.818;339
slip;1;0.819;340
change;1;0.819;341
race;1;0.819;342
end;1;0.819;343
sea;1;0.819;344
bowl;1;0.819;345
grow;1;0.82;346
circle;1;0.82;347
Indians;1;0.82;348
Thursday;1;0.82;349
ago;1;0.82;350
mix;1;0.82;351
begin;1;0.82;352
coin;1;0.82;353
Spiderman;1;0.82;354
yep;1;0.82;355
Mummy;1;0.821;356
quick;1;0.821;357
hole;1;0.822;358
nah;1;0.822;359
naughty;1;0.822;360
seat;1;0.822;361
bottom;1;0.822;362
bin;1;0.822;363
step;1;0.823;364
fell;1;0.824;365
bum;1;0.824;366
should;1;0.824;367
policeman;1;0.824;368
under;1;0.824;369
hungry;1;0.825;370
sick;1;0.825;371
bath;1;0.825;372
breakfast;1;0.825;373
coat;1;0.825;374
garage;1;0.825;375
hurt;1;0.825;376
music;1;0.826;377
sad;1;0.826;378
store;1;0.826;379
story;1;0.826;380
tv;1;0.826;381
mad;1;0.826;382
pant;1;0.826;383
doll;1;0.827;384
shirt;1;0.827;385
sleep;1;0.827;386
boo;1;0.827;387
white;1;0.827;388
yellow;1;0.828;389
whoa;1;0.828;390
cracker;1;0.828;391
orange;1;0.829;392
boat;1;0.829;393
light;1;0.829;394
stand;1;0.829;395
tickle;1;0.829;396
train;1;0.83;397
whoop;1;0.83;398
cake;1;0.83;399
clean;1;0.83;400
color;1;0.83;401
Jamie;1;0.83;402
party;1;0.83;403
cow;1;0.831;404
farm;1;0.831;405
hide;1;0.831;406
scissor;1;0.831;407
through;1;0.832;408
different;1;0.832;409
fly;1;0.832;410
messy;1;0.832;411
box;1;0.833;412
cause;1;0.839;413
doctor;1;0.84;414
duck;1;0.84;415
finger;1;0.84;416
horse;1;0.841;417
hum;1;0.841;418
piece;1;0.841;419
tree;1;0.842;420
turtle;1;0.842;421
swing;1;0.842;422
fix;1;0.843;423
lift;1;0.843;424
pet;1;0.843;425
both;1;0.843;426
before;1;0.843;427
while;1;0.843;428
must;1;0.844;429
ours;1;0.844;430
myself;1;0.844;431
somewhere;1;0.844;432
miss;1;0.845;433
alright;1;0.845;434
dude;1;0.845;435
record;1;0.845;436
talk;1;0.845;437
minute;1;0.846;438
pass;1;0.846;439
word;1;0.846;440
God;1;0.846;441
actually;1;0.846;442
wish;1;0.846;443
night;1;0.847;444
thirty;1;0.847;445
eight;1;0.847;446
nine;1;0.848;447
sign;1;0.848;448
triangle;1;0.848;449
Mr;1;0.848;450
twenty;1;0.848;451
feel;1;0.849;452
hard;1;0.849;453
ten;1;0.85;454
suck;1;0.85;455
class;1;0.85;456
twelve;1;0.85;457
six;1;0.85;458
Pocket;1;0.85;459
ask;1;0.851;460
draw;1;0.851;461
poo;1;0.851;462
recorder;1;0.852;463
win;1;0.852;464
forget;1;0.852;465
kid;1;0.852;466
animal;1;0.852;467
cook;1;0.852;468
excuse;1;0.852;469
touch;1;0.852;470
hit;1;0.853;471
hate;1;0.853;472
anything;1;0.854;473
guess;1;0.854;474
press;1;0.854;475
small;1;0.854;476
clock;1;0.854;477
ever;1;0.854;478
taste;1;0.854;479
nothing;1;0.855;480
whatever;1;0.855;481
half;1;0.855;482
smash;1;0.855;483
wear;1;0.855;484
wrong;1;0.855;485
easy;1;0.856;486
happen;1;0.856;487
number;1;0.856;488
meat;1;0.856;489
sixty;1;0.856;490
chip;1;0.856;491
cry;1;0.856;492
eleven;1;0.856;493
sing;1;0.856;494
jingle;1;0.857;495
morning;1;0.857;496
song;1;0.857;497
point;1;0.857;498
everyone;1;0.857;499
fast;1;0.857;500
fifteen;1;0.857;501
gum;1;0.857;502
laugh;1;0.857;503
mess;1;0.857;504
Punch;1;0.857;505
die;1;0.858;506
thirteen;1;0.858;507
beat;1;0.858;508
homework;1;0.858;509
paper;1;0.858;510
