path;age
Cruttenden/Jane/jane02.xml;18
Cruttenden/Jane/jane03.xml;19
Cruttenden/Jane/jane06.xml;22
Cruttenden/Jane/jane07.xml;23
Cruttenden/Lucy/lucy02.xml;18
Cruttenden/Lucy/lucy03.xml;19
Cruttenden/Lucy/lucy06.xml;20
Cruttenden/Lucy/lucy07.xml;23
Manchester/anne/anne01a.xml;22
Manchester/anne/anne01b.xml;22
Manchester/anne/anne02a.xml;22
Manchester/anne/anne02b.xml;22
Manchester/anne/anne03a.xml;23
Manchester/anne/anne03b.xml;23
Manchester/anne/anne04a.xml;23
Manchester/anne/anne04b.xml;23
Manchester/anne/anne05a.xml;23
Manchester/anne/anne05b.xml;23
Manchester/anne/anne06a.xml;23
Manchester/anne/anne06b.xml;23
Manchester/aran/aran01a.xml;23
Manchester/aran/aran01b.xml;23
Manchester/aran/aran02a.xml;23
Manchester/aran/aran02b.xml;23
Manchester/carl/carl01a.xml;20
Manchester/carl/carl01b.xml;20
Manchester/carl/carl02a.xml;21
Manchester/carl/carl02b.xml;21
Manchester/carl/carl03a.xml;21
Manchester/carl/carl03b.xml;21
Manchester/carl/carl04a.xml;21
Manchester/carl/carl04b.xml;21
Manchester/carl/carl05a.xml;21
Manchester/carl/carl05b.xml;21
Manchester/carl/carl06a.xml;22
Manchester/carl/carl06b.xml;22
Manchester/carl/carl07a.xml;23
Manchester/carl/carl07b.xml;23
Manchester/carl/carl08a.xml;23
Manchester/carl/carl08b.xml;23
Manchester/carl/carl09a.xml;23
Manchester/carl/carl09b.xml;23
Manchester/carl/carl10a.xml;23
Manchester/carl/carl10b.xml;23
Manchester/carl/carl11a.xml;23
Manchester/carl/carl11b.xml;23
Manchester/domin/domin01a.xml;22
Manchester/domin/domin01b.xml;22
Manchester/domin/domin02a.xml;23
Manchester/domin/domin02b.xml;23
Manchester/domin/domin03a.xml;23
Manchester/domin/domin03b.xml;23
Manchester/domin/domin04a.xml;23
Manchester/domin/domin04b.xml;23
Manchester/gail/gail01a.xml;23
Manchester/gail/gail01b.xml;23
Manchester/joel/joel01a.xml;23
Manchester/joel/joel01b.xml;23
Manchester/joel/joel02a.xml;23
Manchester/joel/joel02b.xml;23
Manchester/joel/joel03a.xml;23
Manchester/joel/joel03b.xml;23
Manchester/joel/joel04a.xml;23
Manchester/joel/joel04b.xml;23
Manchester/john/john01a.xml;23
Manchester/john/john01b.xml;23
Manchester/john/john02a.xml;23
Manchester/john/john02b.xml;23
Manchester/liz/liz01a.xml;23
Manchester/liz/liz01b.xml;23
Manchester/liz/liz02a.xml;23
Manchester/liz/liz02b.xml;23
Manchester/ruth/ruth01a.xml;23
Manchester/ruth/ruth01b.xml;23
Manchester/ruth/ruth02a.xml;23
Manchester/ruth/ruth02b.xml;23
Manchester/warr/warr01a.xml;22
Manchester/warr/warr01b.xml;22
Manchester/warr/warr02a.xml;22
Manchester/warr/warr02b.xml;22
Manchester/warr/warr03a.xml;22
Manchester/warr/warr04a.xml;23
Manchester/warr/warr04b.xml;23
Manchester/warr/warr05a.xml;23
Manchester/warr/warr05b.xml;23
