word;quantity;frequency
toothbrush;3;0.016
brush;4;0.021
banana;2;0.011
flower;4;0.021
represent;1;0.005
noise;1;0.005
Daddy;3;0.016
spoon;3;0.016
cot;3;0.016
door;4;0.021
pig;1;0.005
nose;2;0.011
chair;8;0.042
mouth;2;0.011
paper;8;0.042
byebye;1;0.005
plane;1;0.005
cow;2;0.011
meow;1;0.005
boy;7;0.037
ball;6;0.032
bus;4;0.021
shoe;3;0.016
teddy;3;0.016
pram;2;0.011
mug;2;0.011
gate;1;0.005
cake;6;0.032
biscuit;1;0.005
light;2;0.011
baby;7;0.037
fish;1;0.005
hat;1;0.005
down;1;0.005
milk;1;0.005
pencil;1;0.005
rain;1;0.005
tea;3;0.016
woman;1;0.005
doggy;5;0.026
comb;3;0.016
pear;1;0.005
apple;6;0.032
piggy;2;0.011
lady;3;0.016
horse;1;0.005
puppy;1;0.005
water;3;0.016
duck;3;0.016
mummie;2;0.011
stair;1;0.005
key;2;0.011
tongue;3;0.016
bed;1;0.005
jam;2;0.011
nail;1;0.005
sun;3;0.016
table;1;0.005
tree;1;0.005
bird;1;0.005
rabbit;1;0.005
cup;2;0.011
bath;1;0.005
bag;2;0.011
seesaw;3;0.016
egg;1;0.005
man;1;0.005
letter;1;0.005
road;1;0.005
all_gone;1;0.005
eye;1;0.005
bib;1;0.005
birdie;2;0.011
girl;1;0.005
sheep;1;0.005
sweetie;1;0.005
Sandy;1;0.005
jug;1;0.005
Ribena;1;0.005
scarf;1;0.005
