word;quantity;frequency
uh;7;0.001
who;21;0.003
thing;14;0.002
come;28;0.005
fly;7;0.001
well;63;0.01
only;28;0.005
try;7;0.001
open;7;0.001
wee;28;0.005
other;7;0.001
toy;14;0.002
fell;7;0.001
out_of;14;0.002
um;70;0.012
feel;7;0.001
what;182;0.03
appetite;7;0.001
nope;7;0.001
nah;7;0.001
back;14;0.002
we;35;0.006
mister;28;0.005
Aunt;7;0.001
June;7;0.001
prince;7;0.001
mean;21;0.003
puppy;7;0.001
can;21;0.003
bring;21;0.003
them;77;0.013
cage;77;0.013
big;105;0.017
dog;21;0.003
where;42;0.007
from;7;0.001
Paddy;42;0.007
why;28;0.005
would;35;0.006
just;14;0.002
fat;28;0.005
br;7;0.001
him;21;0.003
hold;7;0.001
will;21;0.003
how;35;0.006
d;21;0.003
case;21;0.003
your;7;0.001
stair;7;0.001
loft;7;0.001
put;28;0.005
house;7;0.001
dinosaur;7;0.001
O;98;0.016
rainy;14;0.002
day;14;0.002
cause;21;0.003
pick;7;0.001
favorite;7;0.001
Mummy;112;0.018
gelatin;28;0.005
strawberry;21;0.003
magic;14;0.002
bite;7;0.001
w;7;0.001
next;21;0.003
break;7;0.001
or;7;0.001
me;35;0.006
giant;7;0.001
look;14;0.002
knee;7;0.001
hi;7;0.001
oo;21;0.003
cannot;7;0.001
eat;42;0.007
any;14;0.002
more;14;0.002
sorry;14;0.002
fair;7;0.001
greedy;14;0.002
give;7;0.001
thank_you;7;0.001
shark;14;0.002
picture;7;0.001
machine;7;0.001
eh;7;0.001
huh;14;0.002
now;21;0.003
velociraptor;7;0.001
e;7;0.001
have_to;21;0.003
feed;7;0.001
spoon;14;0.002
milk;14;0.002
ah;21;0.003
wow;14;0.002
pink;14;0.002
yellow;7;0.001
blue;7;0.001
Cristopher;7;0.001
bang;7;0.001
wah;7;0.001
Hammy;14;0.002
hamster;7;0.001
play;14;0.002
outside;7;0.001
Power;14;0.002
Ranger;14;0.002
b;35;0.006
sword;14;0.002
red;7;0.001
white;7;0.001
tell;14;0.002
sign;7;0.001
g;7;0.001
kill;7;0.001
hurt;7;0.001
pardon;7;0.001
knight;21;0.003
bad;14;0.002
some;28;0.005
right;7;0.001
truth;7;0.001
down;7;0.001
beach;7;0.001
away;7;0.001
sea;7;0.001
think;7;0.001
baby;7;0.001
thank;7;0.001
buy;7;0.001
oh;7;0.001
both;7;0.001
these;21;0.003
want;7;0.001
should;7;0.001
hm;7;0.001
juice;7;0.001
very;7;0.001
nice;7;0.001
stick;7;0.001
hard;7;0.001
Daddy;7;0.001
