word;quantity;frequency
fine;12;0.0
h;36;0.0
yeah;2295;0.02
Nana;3;0.0
Mummy;234;0.002
from;102;0.001
Christopher;6;0.0
much;24;0.0
Christmas;36;0.0
uh;177;0.002
pull;42;0.0
uhhuh;135;0.001
navy;3;0.0
cowboy;3;0.0
ah;132;0.001
Kyle;9;0.0
wee;657;0.006
would;102;0.001
fit;66;0.001
fat;24;0.0
Mum;105;0.001
brown;21;0.0
blue;69;0.001
asleep;9;0.0
as_well;60;0.001
O;456;0.004
well;225;0.002
change;15;0.0
nappie;6;0.0
Rachel;18;0.0
have_to;216;0.002
dress;39;0.0
stuff;18;0.0
Daddy;165;0.001
upstairs;27;0.0
rain;6;0.0
an;204;0.002
Aunty;6;0.0
carpet;15;0.0
settee;3;0.0
seat;9;0.0
oh;519;0.005
pink;15;0.0
towel;9;0.0
whole;27;0.0
lot;54;0.0
toilet;33;0.0
edge;3;0.0
sh;6;0.0
so_that;3;0.0
cot;3;0.0
round;51;0.0
into;84;0.001
super;3;0.0
same;33;0.0
as;27;0.0
paint;33;0.0
day;99;0.001
top;45;0.0
stair;9;0.0
rotten;3;0.0
stupid;9;0.0
build;45;0.0
puppy;3;0.0
anywhere;9;0.0
allow;39;0.0
saw;126;0.001
fell;189;0.002
ow;30;0.0
fall;102;0.001
um;237;0.002
morning;21;0.0
cause;294;0.003
nighttime;3;0.0
nothing;63;0.001
th;39;0.0
tidy;12;0.0
dish;12;0.0
before;21;0.0
r;3;0.0
rest;45;0.0
still;39;0.0
dirty;9;0.0
c;18;0.0
cover;12;0.0
paper;24;0.0
garden;21;0.0
free;15;0.0
sun;9;0.0
flower;39;0.0
gr;3;0.0
grow;45;0.0
yet;27;0.0
b;36;0.0
lovely;42;0.0
place;15;0.0
never;102;0.001
four;57;0.0
seven;45;0.0
picture;42;0.0
father;6;0.0
gir;6;0.0
tha;12;0.0
window;51;0.0
through;21;0.0
side;33;0.0
sleepy;15;0.0
way;93;0.001
finish;75;0.001
Linda;18;0.0
keep;81;0.001
dentist;3;0.0
tooth;6;0.0
fill;9;0.0
downstairs;6;0.0
hide;30;0.0
eee;6;0.0
cannot;333;0.003
which;51;0.0
bite;192;0.002
drawer;15;0.0
really;78;0.001
mummie;207;0.002
another;198;0.002
hat;24;0.0
or;54;0.0
somewhere;21;0.0
else;105;0.001
call;144;0.001
very;33;0.0
special;18;0.0
leave;63;0.001
bear;42;0.0
alone;6;0.0
park;60;0.001
par;3;0.0
lay;3;0.0
owl;6;0.0
t;39;0.0
sk;3;0.0
pond;9;0.0
float;3;0.0
night;66;0.001
nice;33;0.0
runned;18;0.0
bounce;3;0.0
red;132;0.001
tie;15;0.0
only;45;0.0
Pocahontas;21;0.0
video;36;0.0
Pocahontus;9;0.0
hello;66;0.001
Granpa;6;0.0
Pot;12;0.0
jigsaw;102;0.001
puzzle;24;0.0
Noddy;48;0.0
man;93;0.001
kill;39;0.0
Smith;6;0.0
run;81;0.001
bare;6;0.0
foot;24;0.0
tail;9;0.0
lipstick;21;0.0
use;30;0.0
lose;39;0.0
lie;33;0.0
elephant;18;0.0
gettin;12;0.0
awful;18;0.0
mess;54;0.0
show;90;0.001
kid;6;0.0
makin;9;0.0
start;42;0.0
em;270;0.002
chil;3;0.0
child;30;0.0
spill;6;0.0
orange;9;0.0
trunk;9;0.0
egg;18;0.0
cup;18;0.0
throw;42;0.0
floor;15;0.0
smash;9;0.0
crash;48;0.0
banana;24;0.0
gown;6;0.0
roller;15;0.0
sort;33;0.0
cloud;3;0.0
comin;15;0.0
pour;6;0.0
tea;33;0.0
bubble;12;0.0
buy;93;0.001
Barbie;18;0.0
next;33;0.0
page;3;0.0
toothbrush;6;0.0
mornin;3;0.0
squeeze;9;0.0
naughty;6;0.0
clean;9;0.0
teeth;36;0.0
whistle;3;0.0
silly;45;0.0
plump;3;0.0
pajama;60;0.001
cross;6;0.0
face;12;0.0
sure;27;0.0
Jones;3;0.0
stick;21;0.0
kitten;3;0.0
telephone;12;0.0
chocolate;24;0.0
tummy;6;0.0
biscuit;15;0.0
Wheatabix;12;0.0
porridge;12;0.0
huh;51;0.0
wantin;3;0.0
cake;24;0.0
recipe;3;0.0
cut;72;0.001
knee;6;0.0
sore;33;0.0
plaster;15;0.0
clock;42;0.0
ring;21;0.0
sneeze;3;0.0
sandwich;3;0.0
phone;12;0.0
sausage;18;0.0
doin;15;0.0
playin;12;0.0
aw;12;0.0
yuck;6;0.0
rabbit;36;0.0
slipper;12;0.0
pair;3;0.0
Noddys;3;0.0
own;21;0.0
thank;30;0.0
find;105;0.001
piece;36;0.0
enough;30;0.0
again;144;0.001
nearly;27;0.0
feelin;3;0.0
bit;27;0.0
Dinah;6;0.0
got_to;3;0.0
yellow;99;0.001
hop;15;0.0
hoppin;3;0.0
watchin;3;0.0
Mister;15;0.0
Bean;3;0.0
Tweety;3;0.0
Pie;6;0.0
necklace;30;0.0
hers;6;0.0
newspaper;6;0.0
magazine;9;0.0
basket;9;0.0
bucket;12;0.0
rock;18;0.0
fire;48;0.0
burn;24;0.0
coal;3;0.0
durin;3;0.0
Santa;51;0.0
hear;42;0.0
nothin;18;0.0
goin;27;0.0
jumpy;9;0.0
jump;36;0.0
hoppy;9;0.0
wait;60;0.001
vest;6;0.0
button;27;0.0
tryin;6;0.0
pendant;3;0.0
out_of;60;0.001
doggy;15;0.0
eggie;30;0.0
noise;51;0.0
scratch;6;0.0
Buzz;9;0.0
Lightyear;6;0.0
Cathy;48;0.0
bone;27;0.0
sweetie;63;0.001
crisp;9;0.0
Pingu;6;0.0
learn;3;0.0
knit;6;0.0
bag;69;0.001
dolly;45;0.0
Cinders;3;0.0
Jill;3;0.0
Sarah;9;0.0
Lisa;9;0.0
Laura;9;0.0
any;72;0.001
hm;39;0.0
last;48;0.0
mouth;9;0.0
draw;24;0.0
teddy;36;0.0
sittin;9;0.0
sill;3;0.0
shell;9;0.0
worm;3;0.0
feather;3;0.0
beach;21;0.0
cow;45;0.0
bird;3;0.0
sailin;3;0.0
boat;54;0.0
cheese;39;0.0
forget;45;0.0
smilin;3;0.0
itchy;6;0.0
bruise;15;0.0
lump;6;0.0
try;111;0.001
different;36;0.0
roll;12;0.0
five;63;0.001
six;42;0.0
eight;21;0.0
nine;24;0.0
ten;36;0.0
eleven;15;0.0
fourteen;15;0.0
number;9;0.0
straw;9;0.0
themselves;69;0.001
cloth;6;0.0
clothe;24;0.0
hair;78;0.001
smack;3;0.0
sweet;12;0.0
tap;3;0.0
mother;3;0.0
every;30;0.0
tall;3;0.0
wing;21;0.0
click;18;0.0
dr;3;0.0
granny;69;0.001
clown;9;0.0
splash;66;0.001
everywhere;3;0.0
Jungle;15;0.0
Jims;3;0.0
pop;6;0.0
share;9;0.0
whatever;12;0.0
tin;3;0.0
bump;15;0.0
Rosie;15;0.0
Jim;21;0.0
along;12;0.0
old;27;0.0
Rag;3;0.0
duck;60;0.001
quack;24;0.0
sail;9;0.0
sea;15;0.0
Jack;9;0.0
noggin;6;0.0
pool;15;0.0
fly;48;0.0
onto;6;0.0
barge;3;0.0
Jordan;6;0.0
nip;6;0.0
arm;30;0.0
floppy;12;0.0
flop;24;0.0
swim;39;0.0
bike;69;0.001
fast;24;0.0
balloon;6;0.0
noisy;6;0.0
burny;3;0.0
smoke;9;0.0
spider;18;0.0
aeroplane;15;0.0
present;57;0.0
pillow;15;0.0
pram;12;0.0
Woody;21;0.0
lion;99;0.001
homework;21;0.0
bring;138;0.001
belly;9;0.0
brush;15;0.0
