word;quantity;frequency
cake;490;0.002
birdie;196;0.001
pencil;21;0.0
boat;637;0.002
bus;364;0.001
chair;252;0.001
table;245;0.001
train;1610;0.006
lady;574;0.002
kiss;119;0.0
down;1855;0.007
ring;105;0.0
bucket;49;0.0
all_gone;532;0.002
teddy;973;0.003
tea;441;0.002
tongue;14;0.0
spoon;126;0.0
apple;581;0.002
orange;714;0.003
light;105;0.0
chocolate;154;0.001
Marmite;35;0.0
milk;294;0.001
biscuit;462;0.002
bib;70;0.0
medicine;7;0.0
mug;14;0.0
bottle;77;0.0
mouse;140;0.0
time;35;0.0
cotton;7;0.0
lap;7;0.0
shop;308;0.001
story;14;0.0
cardigan;28;0.0
toothbrush;14;0.0
parcel;35;0.0
lunch;42;0.0
shoe;735;0.003
balloon;56;0.0
duck;462;0.002
please;504;0.002
mummie;455;0.002
Daddy;2849;0.01
toast;147;0.001
crispies;42;0.0
lounge;7;0.0
sweetie;182;0.001
banana;154;0.001
crocodile;28;0.0
supper;21;0.0
ready;56;0.0
pepper;14;0.0
water;469;0.002
tree;357;0.001
pen;224;0.001
beer;63;0.0
Mummy;4529;0.016
Mini;7;0.0
pocket;63;0.0
byebye;378;0.001
Sally;14;0.0
yellow;630;0.002
boy;350;0.001
way;476;0.002
toe;140;0.0
book;644;0.002
away;714;0.003
kakaka;7;0.0
nice;322;0.001
other;231;0.001
bike;154;0.001
glass;56;0.0
meow;28;0.0
Jenny;126;0.0
another;994;0.004
baby;2289;0.008
buy;42;0.0
grape;189;0.001
piece;63;0.0
more;2310;0.008
bread;77;0.0
work;189;0.001
kind;7;0.0
lion;448;0.002
ups_a_daisy;21;0.0
wipe;35;0.0
dear;2233;0.008
reindeer;14;0.0
hat;973;0.003
Lucky;7;0.0
behind;14;0.0
Suki;28;0.0
where;3304;0.012
pottie;70;0.0
bear;224;0.001
onion;35;0.0
kitchen;21;0.0
back;616;0.002
top;154;0.001
can;35;0.0
paper;252;0.001
hello;847;0.003
curler;21;0.0
quack;98;0.0
bacon;35;0.0
Kipper;21;0.0
come;588;0.002
fish;1106;0.004
some;462;0.002
doggy;133;0.0
bone;49;0.0
prune;21;0.0
we;70;0.0
love;35;0.0
God;7;0.0
bless;7;0.0
swim;140;0.0
dummy;28;0.0
good;105;0.0
girl;63;0.0
night_night;126;0.0
give;42;0.0
me;238;0.001
your;70;0.0
hand;364;0.001
pudding;35;0.0
run;84;0.0
bum;14;0.0
night;56;0.0
umbrella;42;0.0
clinic;7;0.0
lawn;7;0.0
grass;266;0.001
wine;7;0.0
rhubarb;28;0.0
dress;140;0.0
gown;7;0.0
doo;7;0.0
cannot;91;0.0
Maria;14;0.0
Lulu;56;0.0
letter;42;0.0
