word;quantity;frequency
uh;6;0.001
fly;6;0.001
try;6;0.001
wee;24;0.005
toy;12;0.002
out_of;12;0.002
feel;6;0.001
appetite;6;0.001
nope;6;0.001
mister;24;0.005
Aunt;6;0.001
June;6;0.001
prince;6;0.001
mean;18;0.003
puppy;6;0.001
cage;66;0.013
dog;18;0.003
from;6;0.001
Paddy;36;0.007
would;30;0.006
fat;24;0.005
br;6;0.001
hold;6;0.001
d;18;0.003
case;18;0.003
stair;6;0.001
loft;6;0.001
dinosaur;6;0.001
O;84;0.016
rainy;12;0.002
day;12;0.002
cause;18;0.003
favorite;6;0.001
gelatin;24;0.005
strawberry;18;0.003
magic;12;0.002
w;6;0.001
or;6;0.001
giant;6;0.001
knee;6;0.001
hi;6;0.001
oo;18;0.003
any;12;0.002
fair;6;0.001
greedy;12;0.002
thank_you;6;0.001
shark;12;0.002
picture;6;0.001
machine;6;0.001
eh;6;0.001
huh;12;0.002
velociraptor;6;0.001
e;6;0.001
have_to;18;0.003
feed;6;0.001
spoon;12;0.002
milk;12;0.002
wow;12;0.002
pink;12;0.002
yellow;6;0.001
blue;6;0.001
Cristopher;6;0.001
bang;6;0.001
wah;6;0.001
Hammy;12;0.002
hamster;6;0.001
outside;6;0.001
Power;12;0.002
Ranger;12;0.002
b;30;0.006
sword;12;0.002
red;6;0.001
white;6;0.001
sign;6;0.001
g;6;0.001
kill;6;0.001
hurt;6;0.001
pardon;6;0.001
knight;18;0.003
bad;12;0.002
truth;6;0.001
beach;6;0.001
sea;6;0.001
thank;6;0.001
buy;6;0.001
both;6;0.001
hm;6;0.001
juice;6;0.001
nice;6;0.001
hard;6;0.001
Daddy;6;0.001
