word;quantity;frequency
hello;63;0.0003
yeah;3549;0.0161
I;10024;0.0455
be;14280;0.0649
have;2457;0.0112
soup;21;0.0001
look;1078;0.0049
would;350;0.0016
you;4634;0.0211
read;147;0.0007
it;5894;0.0268
for;980;0.0045
me;1141;0.0052
yes;1463;0.0066
cause;1442;0.0066
my;2331;0.0106
mummie;364;0.0017
too;378;0.0017
busy;7;0.0
tidy;49;0.0002
up;1029;0.0047
do;5663;0.0257
not;3997;0.0182
know;1372;0.0062
what;2926;0.0133
and;4991;0.0227
about;238;0.0011
all;1183;0.0054
no;3304;0.015
they;1743;0.0079
draw;161;0.0007
there;2947;0.0134
story;63;0.0003
a;5439;0.0247
kitchen;35;0.0002
play;980;0.0045
dough;7;0.0
paint;21;0.0001
two;749;0.0034
box;70;0.0003
of;1022;0.0046
sand;49;0.0002
want;3402;0.0155
to;3024;0.0137
somebody;42;0.0002
this;2345;0.0107
will;1659;0.0075
at;546;0.0025
them;1428;0.0065
now;805;0.0037
thank_you;35;0.0002
monkey;140;0.0006
okay;140;0.0006
c;224;0.001
t;154;0.0007
cat;35;0.0002
that;4550;0.0207
hard;147;0.0007
word;14;0.0001
one;3206;0.0146
need;448;0.002
cannot;497;0.0023
Cathy;231;0.001
time;231;0.001
in;2758;0.0125
the;6307;0.0287
dad;98;0.0004
sister;28;0.0001
put;707;0.0032
pram;56;0.0003
doggie;42;0.0002
think;385;0.0017
take;287;0.0013
out;469;0.0021
park;112;0.0005
toy;147;0.0007
Kilty;7;0.0
Duke;14;0.0001
big;1036;0.0047
dog;56;0.0003
sit;238;0.0011
wee;1176;0.0053
girl;252;0.0011
stand;84;0.0004
bird;35;0.0002
build;252;0.0011
tree;126;0.0006
baby;147;0.0007
run;112;0.0005
away;252;0.0011
picnic;14;0.0001
just;1022;0.0046
food;49;0.0002
some;350;0.0016
teeth;63;0.0003
like;994;0.0045
Tyrannosaurus;14;0.0001
Rex;14;0.0001
his;686;0.0031
Tyrannosaur;7;0.0
stink;42;0.0002
stinky;35;0.0002
winky;21;0.0001
can;875;0.004
go;4060;0.0184
she;1358;0.0062
ball;63;0.0003
throw;119;0.0005
way;154;0.0007
O;973;0.0044
well;1106;0.005
has_to;56;0.0003
cowboy;21;0.0001
on;1253;0.0057
spider;56;0.0003
giant;35;0.0002
ah;238;0.0011
vacuum;7;0.0
clean;14;0.0001
agh;14;0.0001
explosive;28;0.0001
man;336;0.0015
he;3416;0.0155
castle;238;0.0011
Mummy;308;0.0014
with;889;0.004
horse;133;0.0006
rock;35;0.0002
him;1022;0.0046
fast;42;0.0002
fell;196;0.0009
down;546;0.0025
from;210;0.001
r;63;0.0003
robot;28;0.0001
name;168;0.0008
