word;quantity;frequency
yeah;2982;0.0334
what;783;0.0088
be;5307;0.0595
that;2232;0.025
toy;72;0.0008
in;1374;0.0154
there;1596;0.0179
bag;24;0.0003
look;666;0.0075
crisp;21;0.0002
Noddy;9;0.0001
I;3144;0.0353
take;180;0.002
my;822;0.0092
jumper;6;0.0001
off;144;0.0016
because;141;0.0016
it;2646;0.0297
all;285;0.0032
wet;12;0.0001
now;504;0.0057
have;1140;0.0128
get;1332;0.0149
this;1332;0.0149
one;1110;0.0124
on;672;0.0075
cause;51;0.0006
do;1977;0.0222
why;240;0.0027
and;1812;0.0203
toast;18;0.0002
somebody;48;0.0005
at;216;0.0024
the;2769;0.0311
door;120;0.0013
go;1617;0.0181
to;1467;0.0165
help;57;0.0006
them;489;0.0055
for;396;0.0044
no;1866;0.0209
daddy;102;0.0011
too;177;0.002
hot;57;0.0006
uhhuh;96;0.0011
oh;597;0.0067
a;2019;0.0226
fudge;6;0.0001
she;249;0.0028
where;636;0.0071
mummie;72;0.0008
buy;18;0.0002
me;768;0.0086
clown;18;0.0002
Santa;30;0.0003
baby;150;0.0017
another;138;0.0015
his;165;0.0019
hat;36;0.0004
sleep;84;0.0009
pinch;6;0.0001
with;285;0.0032
wee;231;0.0026
bird;18;0.0002
see;240;0.0027
basket;15;0.0002
color;66;0.0007
they;405;0.0045
not;1728;0.0194
digger;3;0.0
he;990;0.0111
bed;168;0.0019
about;36;0.0004
teddy;48;0.0005
bear;90;0.001
sit;105;0.0012
behind;21;0.0002
blind;6;0.0001
out;369;0.0041
live;45;0.0005
room;27;0.0003
can;786;0.0088
birdie;6;0.0001
want;795;0.0089
you;1758;0.0197
pacifier;21;0.0002
tire;18;0.0002
bath;30;0.0003
put;531;0.006
her;177;0.002
jammies;3;0.0
could;39;0.0004
come;432;0.0048
magical;3;0.0
sleigh;3;0.0
yo;3;0.0
ho;6;0.0001
boy;63;0.0007
gingerbread;3;0.0
snowman;6;0.0001
give;114;0.0013
some;414;0.0046
of;294;0.0033
book;60;0.0007
chimney;39;0.0004
block;6;0.0001
up;510;0.0057
table;33;0.0004
bobble;3;0.0
Christmas;6;0.0001
when;72;0.0008
house;216;0.0024
jump;87;0.001
fall;63;0.0007
chocolate;42;0.0005
ale;3;0.0
beer;15;0.0002
couple;9;0.0001
phone;21;0.0002
find;132;0.0015
our;27;0.0003
sofa;3;0.0
cow;111;0.0012
seal;9;0.0001
sea;9;0.0001
two;213;0.0024
sock;12;0.0001
eat;303;0.0034
sweetie;12;0.0001
him;306;0.0034
sore;12;0.0001
smoke;3;0.0
kick;9;0.0001
read;21;0.0002
again;87;0.001
stay;39;0.0004
know;450;0.005
bike;24;0.0003
scissor;21;0.0002
tractor;18;0.0002
three;114;0.0013
butterfly;6;0.0001
who;42;0.0005
man;39;0.0004
blow;39;0.0004
balloon;9;0.0001
yes;423;0.0047
Abbeycentre;6;0.0001
clock;12;0.0001
past;6;0.0001
eight;12;0.0001
let;216;0.0024
here;636;0.0071
blue;75;0.0008
trouser;3;0.0
big;258;0.0029
school;39;0.0004
high;27;0.0003
climb;15;0.0002
slide;75;0.0008
down;225;0.0025
whee;6;0.0001
ah;66;0.0007
bless;3;0.0
O;69;0.0008
uh;36;0.0004
huh;9;0.0001
then;177;0.002
well;78;0.0009
shop;21;0.0002
anyhow;3;0.0
so;108;0.0012
save;6;0.0001
any;57;0.0006
hassle;3;0.0
try;51;0.0006
em;48;0.0005
play;345;0.0039
yet;60;0.0007
black;81;0.0009
shoe;51;0.0006
will;378;0.0042
just;240;0.0027
like;462;0.0052
Rachel;12;0.0001
skip;6;0.0001
we;534;0.006
pencil;21;0.0002
these;216;0.0024
