word;quantity;frequency
yeah;22158;0.0278
jelly;72;0.0001
no;26586;0.0333
want;10083;0.0126
you;6180;0.0077
what;5286;0.0066
be;36996;0.0464
that;25155;0.0315
yes;5481;0.0069
look;4518;0.0057
a;20583;0.0258
doggie;195;0.0002
uhhuh;21;0.0
book;699;0.0009
like;3195;0.004
why;333;0.0004
about;162;0.0002
one;14640;0.0184
lion;294;0.0004
clown;126;0.0002
caravan;18;0.0
foal;9;0.0
I;23604;0.0296
take;1386;0.0017
this;9153;0.0115
og;3;0.0
frog;183;0.0002
wee;690;0.0009
drink;948;0.0012
of;810;0.001
Coke;30;0.0
come;4128;0.0052
on;14610;0.0183
it;25416;0.0319
Daddy;2718;0.0034
all;1755;0.0022
up;3819;0.0048
Milky;6;0.0
Way;1284;0.0016
would;51;0.0001
put;4443;0.0056
the;17643;0.0221
paper;207;0.0003
video;66;0.0001
O;288;0.0004
ring;171;0.0002
duck;645;0.0008
quack;84;0.0001
nap;6;0.0
swan;12;0.0
ten;162;0.0002
sock;384;0.0005
Mummy;8145;0.0102
and;6762;0.0085
boy;663;0.0008
who;528;0.0007
at;693;0.0009
work;447;0.0006
they;1242;0.0016
brekkie;3;0.0
sausage;267;0.0003
too;1236;0.0015
hot;798;0.001
bobble;54;0.0001
go;20766;0.026
sleep;1461;0.0018
fall;1476;0.0019
out;4293;0.0054
present;81;0.0001
toy;1383;0.0017
cake;717;0.0009
candle;81;0.0001
get;11997;0.015
Tots;45;0.0001
tv;9;0.0
me;5595;0.007
Bangor;6;0.0
bang;714;0.0009
away;1785;0.0022
stay;222;0.0003
back;2286;0.0029
again;2637;0.0033
morrow;6;0.0
boat;567;0.0007
hi;30;0.0
ho;3;0.0
to;4626;0.0058
give;198;0.0002
love;33;0.0
Mmn;3;0.0
beside;15;0.0
bone;111;0.0001
pacifier;36;0.0
she;369;0.0005
show;120;0.0002
how;135;0.0002
good;444;0.0006
count;63;0.0001
teddy;621;0.0008
bear;393;0.0005
mummie;537;0.0007
do;9948;0.0125
them;849;0.0011
into;12;0.0
drawer;15;0.0
door;855;0.0011
there;27438;0.0344
nothing;120;0.0002
in;13242;0.0166
page;186;0.0002
now;2535;0.0032
her;627;0.0008
clothe;276;0.0003
down;4809;0.006
have;4131;0.0052
bath;372;0.0005
he;4341;0.0054
wash;414;0.0005
his;732;0.0009
hand;576;0.0007
hair;483;0.0006
baby;2559;0.0032
girl;270;0.0003
nice;615;0.0008
sponge;9;0.0
soap;30;0.0
swim;285;0.0004
pool;54;0.0001
Ruth;6;0.0
for;1248;0.0016
bite;1536;0.0019
wrong;207;0.0003
uh;42;0.0001
where;5067;0.0064
two;3258;0.0041
mhm;8790;0.011
six;432;0.0005
five;726;0.0009
Bianca;21;0.0
aye;33;0.0
car;4854;0.0061
brick;1086;0.0014
play;1908;0.0024
money;441;0.0006
ball;516;0.0006
oh;16308;0.0205
cause;6;0.0
match;15;0.0
milk;741;0.0009
right;789;0.001
break;1344;0.0017
man;1665;0.0021
box;1254;0.0016
Pingan;3;0.0
my;6525;0.0082
nose;303;0.0004
off;3144;0.0039
over;1395;0.0017
huh;2106;0.0026
head;549;0.0007
here;4941;0.0062
aya;3;0.0
vix;3;0.0
will;507;0.0006
Aunty;12;0.0
Cathy;3;0.0
soon;114;0.0001
not;8985;0.0113
apple;510;0.0006
eh;27;0.0
kick;102;0.0001
mouse;159;0.0002
l;24;0.0
bickie;24;0.0
three;1290;0.0016
buggy;24;0.0
d;126;0.0002
e;141;0.0002
um;2757;0.0035
Mini;27;0.0
hm;30;0.0
grocery;3;0.0
park;237;0.0003
slide;333;0.0004
other;936;0.0012
upstairs;231;0.0003
but;30;0.0
terrible;6;0.0
smell;9;0.0
husband;3;0.0
bottom;297;0.0004
read;570;0.0007
carrot;129;0.0002
grape;540;0.0007
more;3870;0.0049
fee;63;0.0001
bird;204;0.0003
people;237;0.0003
elephant;546;0.0007
hat;924;0.0012
oops;3;0.0
eye;726;0.0009
see;1608;0.002
funny;156;0.0002
another;2544;0.0032
some;3285;0.0041
body;51;0.0001
red;1626;0.002
fix;957;0.0012
whoop;510;0.0006
tractor;576;0.0007
with;687;0.0009
foot;528;0.0007
him;639;0.0008
bike;213;0.0003
digger;465;0.0006
Arthur;15;0.0
big;2694;0.0034
bucket;129;0.0002
dumper;81;0.0001
truck;1386;0.0017
tipper;6;0.0
muck;18;0.0
crab;57;0.0001
bounce;36;0.0
sea;96;0.0001
air;12;0.0
cup;459;0.0006
tea;981;0.0012
crash;1209;0.0015
Sticklebricks;15;0.0
ach;3;0.0
dear;1482;0.0019
Gung_gung;18;0.0
granny;162;0.0002
water;729;0.0009
Duplo;156;0.0002
need;1803;0.0023
bowl;81;0.0001
phone;177;0.0002
train;3216;0.004
ladder;171;0.0002
anymore;78;0.0001
naughty;678;0.0009
very;465;0.0006
chug;6;0.0
we;927;0.0012
whole;6;0.0
day;183;0.0002
pottie;150;0.0002
boot;90;0.0001
just;1563;0.002
walk;270;0.0003
hee;3;0.0
haw;3;0.0
ear;210;0.0003
clock;87;0.0001
fly;405;0.0005
birdie;105;0.0001
piggie;18;0.0
sore;150;0.0002
gate;372;0.0005
cry;351;0.0004
buzz;15;0.0
sand;177;0.0002
coat;114;0.0001
chip;645;0.0008
sit;2565;0.0032
those;1092;0.0014
brush;153;0.0002
make;2808;0.0035
Scott;3;0.0
crisp;132;0.0002
neenaw;24;0.0
bee;87;0.0001
first;186;0.0002
an;111;0.0001
excavator;3;0.0
dump;84;0.0001
draw;879;0.0011
helicopter;171;0.0002
stand;552;0.0007
pig;783;0.001
horsie;381;0.0005
sheep;348;0.0004
baa;207;0.0003
fire;309;0.0004
engine;258;0.0003
say;528;0.0007
minute;276;0.0003
eat;1845;0.0023
let;732;0.0009
open;924;0.0012
Christmas;156;0.0002
tree;396;0.0005
lipstick;45;0.0001
nail;42;0.0001
polish;3;0.0
kitchen;93;0.0001
cannot;2994;0.0038
can;1026;0.0013
touch;99;0.0001
tiny;138;0.0002
cracker;3;0.0
juice;552;0.0007
face;198;0.0002
paint;207;0.0003
dollie;3;0.0
trouser;282;0.0004
pant;195;0.0002
towel;84;0.0001
dry;165;0.0002
comb;78;0.0001
swing;93;0.0001
outside;330;0.0004
puppy;63;0.0001
shoe;867;0.0011
motor;48;0.0001
pink;423;0.0005
Spain;9;0.0
feets;36;0.0
know;1206;0.0015
bed;582;0.0007
key;231;0.0003
find;1521;0.0019
toilet;39;0.0
sweetie;75;0.0001
us;33;0.0
doll;522;0.0007
Blobby;3;0.0
pen;180;0.0002
Ernie;6;0.0
out_of;219;0.0003
shop;684;0.0009
dock;9;0.0
hickory_dickory_dock;6;0.0
Snow;54;0.0001
White;444;0.0006
Cinderella;3;0.0
Godmother;3;0.0
angel;24;0.0
wand;3;0.0
pocket;150;0.0002
full;45;0.0001
begin;30;0.0
sing;222;0.0003
doydoydoy;3;0.0
king;114;0.0001
bread;222;0.0003
hang;36;0.0
c;111;0.0001
black;351;0.0004
peck;48;0.0001
oo;69;0.0001
monkey;732;0.0009
chicken;453;0.0006
hen;186;0.0002
Pingu;246;0.0003
watch;444;0.0006
Peggy;9;0.0
Patch;6;0.0
Poppy;42;0.0001
all_gone;570;0.0007
Jenny;108;0.0001
Ben;243;0.0003
sick;93;0.0001
moo;243;0.0003
cuddle;102;0.0001
meringue;15;0.0
pudding;27;0.0
sucker;39;0.0
wood;21;0.0
night_night;135;0.0002
Marmite;15;0.0
crust;15;0.0
supper;15;0.0
mouth;210;0.0003
tummy;186;0.0002
biscuit;381;0.0005
buy;507;0.0006
flower;96;0.0001
nut;135;0.0002
starling;9;0.0
orange;1311;0.0016
corner;144;0.0002
home;381;0.0005
ups_a_daisy;48;0.0001
honey;33;0.0
toast;180;0.0002
blue;1710;0.0021
jam;66;0.0001
tart;15;0.0
plate;180;0.0002
time;255;0.0003
hello;921;0.0012
Lulu;114;0.0001
table;273;0.0003
little;1641;0.0021
finish;336;0.0004
tire;210;0.0003
sorry;348;0.0004
toe;351;0.0004
darling;42;0.0001
Jane;24;0.0
scooter;3;0.0
penny;168;0.0002
byebye;375;0.0005
Beryl;3;0.0
road;240;0.0003
leave;354;0.0004
thank_you;465;0.0006
only;120;0.0002
gooseberry;6;0.0
pie;177;0.0002
Sovereign;3;0.0
rain;333;0.0004
sandal;12;0.0
nappie;78;0.0001
downstairs;153;0.0002
comfy;6;0.0
today;81;0.0001
squirrel;12;0.0
beer;42;0.0001
mine;1515;0.0019
frighten;24;0.0
