word;quantity;frequency
I;11795;0.044
be;17780;0.0663
fine;28;0.0001
h;84;0.0003
yeah;5355;0.02
he;3388;0.0126
a;5782;0.0216
boy;238;0.0009
no;4312;0.0161
my;2408;0.009
Nana;7;0.0
Mummy;546;0.002
get;3353;0.0125
it;7490;0.0279
from;238;0.0009
Christopher;14;0.0001
too;413;0.0015
much;56;0.0002
for;1148;0.0043
Christmas;84;0.0003
uh;413;0.0015
do;7812;0.0291
then;707;0.0026
pull;98;0.0004
up;1568;0.0058
like;1218;0.0045
turn;196;0.0007
uhhuh;315;0.0012
yes;1890;0.0071
navy;7;0.0
one;3570;0.0133
ha;84;0.0003
cowboy;7;0.0
okay;728;0.0027
that;6692;0.025
mine;252;0.0009
ah;308;0.0011
Kyle;21;0.0001
think;448;0.0017
his;847;0.0032
wee;1533;0.0057
head;203;0.0008
would;238;0.0009
fit;154;0.0006
in;3556;0.0133
there;4221;0.0157
have;3150;0.0118
big;1113;0.0042
fat;56;0.0002
look;1407;0.0052
Mum;245;0.0009
but;679;0.0025
brown;49;0.0002
and;5383;0.0201
blue;161;0.0006
when;588;0.0022
asleep;21;0.0001
go;5131;0.0191
to;3206;0.012
me;1939;0.0072
not;5418;0.0202
know;2009;0.0075
down;686;0.0026
on;2135;0.008
back;532;0.002
as_well;140;0.0005
they;1939;0.0072
O;1064;0.004
well;525;0.002
could;301;0.0011
change;35;0.0001
nappie;14;0.0001
just;525;0.002
doll;77;0.0003
house;413;0.0015
Rachel;42;0.0002
you;6867;0.0256
have_to;504;0.0019
dress;91;0.0003
this;3332;0.0124
come;1463;0.0055
see;1351;0.005
how;455;0.0017
the;7735;0.0289
stuff;42;0.0002
put;1743;0.0065
Daddy;385;0.0014
upstairs;63;0.0002
dog;224;0.0008
them;2100;0.0078
kitchen;28;0.0001
close;98;0.0004
door;105;0.0004
rain;14;0.0001
now;896;0.0033
an;476;0.0018
Aunty;14;0.0001
cat;126;0.0005
with;1022;0.0038
carpet;35;0.0001
settee;7;0.0
here;1407;0.0052
baby;336;0.0013
seat;21;0.0001
where;1547;0.0058
oh;1211;0.0045
pink;35;0.0001
towel;21;0.0001
bath;49;0.0002
bed;357;0.0013
right;322;0.0012
whole;63;0.0002
lot;126;0.0005
of;1169;0.0044
all;1673;0.0062
sister;35;0.0001
toilet;77;0.0003
edge;7;0.0
sh;14;0.0001
car;350;0.0013
so_that;7;0.0
will;1862;0.0069
cot;7;0.0
table;70;0.0003
can;1267;0.0047
round;119;0.0004
make;672;0.0025
into;196;0.0007
super;7;0.0
same;77;0.0003
as;63;0.0002
we;1225;0.0046
she;1183;0.0044
paint;77;0.0003
at;721;0.0027
school;203;0.0008
today;77;0.0003
play;1057;0.0039
day;231;0.0009
out;595;0.0022
top;105;0.0004
stair;21;0.0001
rotten;7;0.0
her;560;0.0021
dinner;98;0.0004
stupid;21;0.0001
chair;105;0.0004
build;105;0.0004
need;329;0.0012
these;469;0.0017
puppy;7;0.0
anywhere;21;0.0001
allow;91;0.0003
saw;294;0.0011
fell;441;0.0016
off;546;0.002
ow;70;0.0003
fall;238;0.0009
sleep;196;0.0007
um;553;0.0021
morning;49;0.0002
cause;686;0.0026
nighttime;7;0.0
girl;266;0.001
nothing;147;0.0005
th;91;0.0003
tidy;28;0.0001
wash;56;0.0002
dish;28;0.0001
before;49;0.0002
sit;168;0.0006
r;7;0.0
rest;105;0.0004
still;91;0.0003
dirty;21;0.0001
tire;49;0.0002
hungry;28;0.0001
who;364;0.0014
c;42;0.0002
cover;28;0.0001
book;154;0.0006
paper;56;0.0002
garden;49;0.0002
free;35;0.0001
sun;21;0.0001
some;539;0.002
flower;91;0.0003
gr;7;0.0
grow;105;0.0004
yet;63;0.0002
two;770;0.0029
b;84;0.0003
lovely;98;0.0004
those;147;0.0005
toy;301;0.0011
place;35;0.0001
never;238;0.0009
three;385;0.0014
four;133;0.0005
seven;105;0.0004
picture;98;0.0004
father;14;0.0001
gir;14;0.0001
tha;28;0.0001
window;119;0.0004
what;3892;0.0145
through;49;0.0002
side;77;0.0003
sleepy;35;0.0001
way;217;0.0008
finish;175;0.0007
Linda;42;0.0002
Dad;105;0.0004
keep;189;0.0007
dentist;7;0.0
tooth;14;0.0001
fill;21;0.0001
downstairs;14;0.0001
hide;70;0.0003
eee;14;0.0001
cannot;777;0.0029
which;119;0.0004
bite;448;0.0017
help;294;0.0011
drawer;35;0.0001
away;280;0.001
really;182;0.0007
mummie;483;0.0018
drive;49;0.0002
another;462;0.0017
hat;56;0.0002
say;504;0.0019
or;126;0.0005
somewhere;49;0.0002
else;245;0.0009
call;336;0.0013
very;77;0.0003
special;42;0.0002
read;161;0.0006
leave;147;0.0005
bear;98;0.0004
alone;14;0.0001
park;140;0.0005
par;7;0.0
lay;7;0.0
owl;14;0.0001
t;91;0.0003
take;357;0.0013
him;665;0.0025
sk;7;0.0
so;497;0.0019
let;679;0.0025
pond;21;0.0001
float;7;0.0
night;154;0.0006
home;133;0.0005
nice;77;0.0003
runned;42;0.0002
over;259;0.001
bounce;7;0.0
red;308;0.0011
tie;35;0.0001
only;105;0.0004
little;112;0.0004
Pocahontas;49;0.0002
video;84;0.0003
Pocahontus;21;0.0001
sock;42;0.0002
hello;154;0.0006
Granpa;14;0.0001
Pot;28;0.0001
Grandpa;14;0.0001
jigsaw;238;0.0009
puzzle;56;0.0002
want;1680;0.0063
Noddy;112;0.0004
bad;98;0.0004
man;217;0.0008
kill;91;0.0003
Smith;14;0.0001
run;189;0.0007
about;182;0.0007
bare;14;0.0001
foot;56;0.0002
good;315;0.0012
friend;301;0.0011
tail;21;0.0001
lipstick;49;0.0002
use;70;0.0003
lose;91;0.0003
lie;77;0.0003
water;287;0.0011
elephant;42;0.0002
gettin;28;0.0001
awful;42;0.0002
mess;126;0.0005
