word;quantity;frequency
uh;6;0.0012
do;234;0.045
not;138;0.0266
know;78;0.015
who;18;0.0035
and;126;0.0242
then;42;0.0081
all;30;0.0058
thing;12;0.0023
come;24;0.0046
out;30;0.0058
the;84;0.0162
fly;6;0.0012
well;54;0.0104
I;162;0.0312
be;378;0.0727
only;24;0.0046
try;6;0.0012
to;18;0.0035
open;6;0.0012
this;18;0.0035
but;12;0.0023
it;126;0.0242
wee;24;0.0046
other;6;0.0012
toy;12;0.0023
fell;6;0.0012
out_of;12;0.0023
um;60;0.0115
yeah;66;0.0127
feel;6;0.0012
like;36;0.0069
no;84;0.0162
what;156;0.03
appetite;6;0.0012
nope;6;0.0012
nah;6;0.0012
when;6;0.0012
they;90;0.0173
back;12;0.0023
we;30;0.0058
mister;24;0.0046
Aunt;6;0.0012
June;6;0.0012
prince;6;0.0012
mean;18;0.0035
a;138;0.0266
puppy;6;0.0012
can;18;0.0035
you;228;0.0439
bring;18;0.0035
them;66;0.0127
in;96;0.0185
cage;66;0.0127
big;90;0.0173
dog;18;0.0035
my;30;0.0058
where;36;0.0069
get;66;0.0127
from;6;0.0012
have;48;0.0092
for;36;0.0069
Paddy;36;0.0069
why;24;0.0046
would;30;0.0058
just;12;0.0023
fat;24;0.0046
br;6;0.0012
him;18;0.0035
hold;6;0.0012
he;42;0.0081
will;18;0.0035
how;30;0.0058
d;18;0.0035
case;18;0.0035
your;6;0.0012
up;18;0.0035
stair;6;0.0012
loft;6;0.0012
one;36;0.0069
put;24;0.0046
house;6;0.0012
dinosaur;6;0.0012
O;84;0.0162
there;78;0.015
on;36;0.0069
rainy;12;0.0023
day;12;0.0023
cause;18;0.0035
pick;6;0.0012
of;30;0.0058
favorite;6;0.0012
Mummy;96;0.0185
go;132;0.0254
gelatin;24;0.0046
that;126;0.0242
strawberry;18;0.0035
magic;12;0.0023
bite;6;0.0012
w;6;0.0012
next;18;0.0035
break;6;0.0012
or;6;0.0012
me;30;0.0058
giant;6;0.0012
look;12;0.0023
at;6;0.0012
knee;6;0.0012
hi;6;0.0012
oo;18;0.0035
cannot;6;0.0012
eat;36;0.0069
any;12;0.0023
more;12;0.0023
sorry;12;0.0023
fair;6;0.0012
greedy;12;0.0023
give;6;0.0012
thank_you;6;0.0012
yes;30;0.0058
shark;12;0.0023
picture;6;0.0012
machine;6;0.0012
eh;6;0.0012
huh;12;0.0023
now;18;0.0035
velociraptor;6;0.0012
e;6;0.0012
have_to;18;0.0035
feed;6;0.0012
spoon;12;0.0023
milk;12;0.0023
ah;18;0.0035
wow;12;0.0023
pink;12;0.0023
yellow;6;0.0012
blue;6;0.0012
Cristopher;6;0.0012
bang;6;0.0012
wah;6;0.0012
Hammy;12;0.0023
hamster;6;0.0012
play;12;0.0023
outside;6;0.0012
Power;12;0.0023
Ranger;12;0.0023
with;6;0.0012
b;30;0.0058
sword;12;0.0023
red;6;0.0012
white;6;0.0012
tell;12;0.0023
sign;6;0.0012
g;6;0.0012
kill;6;0.0012
hurt;6;0.0012
pardon;6;0.0012
knight;18;0.0035
bad;12;0.0023
some;24;0.0046
right;6;0.0012
truth;6;0.0012
say;12;0.0023
down;6;0.0012
beach;6;0.0012
away;6;0.0012
sea;6;0.0012
think;6;0.0012
Mum;6;0.0012
baby;6;0.0012
thank;6;0.0012
buy;6;0.0012
oh;6;0.0012
both;6;0.0012
these;18;0.0035
want;6;0.0012
should;6;0.0012
hm;6;0.0012
juice;6;0.0012
very;6;0.0012
nice;6;0.0012
stick;6;0.0012
hard;6;0.0012
Daddy;6;0.0012
