word;quantity;frequency
cake;280;0.0017
birdie;112;0.0007
pencil;12;0.0001
boat;364;0.0022
bus;208;0.0013
chair;144;0.0009
table;140;0.0009
train;920;0.0057
lady;328;0.002
kiss;68;0.0004
down;1060;0.0065
ring;60;0.0004
bucket;28;0.0002
all_gone;304;0.0019
teddy;556;0.0034
tea;252;0.0016
tongue;8;0.0
spoon;72;0.0004
apple;332;0.002
orange;408;0.0025
light;60;0.0004
go;2520;0.0155
chocolate;88;0.0005
Marmite;20;0.0001
milk;168;0.001
biscuit;264;0.0016
bib;40;0.0002
medicine;4;0.0
up;708;0.0044
mug;8;0.0
bottle;44;0.0003
mouse;80;0.0005
time;20;0.0001
cotton;4;0.0
lap;4;0.0
shop;176;0.0011
story;8;0.0
cardigan;16;0.0001
toothbrush;8;0.0
parcel;20;0.0001
lunch;24;0.0001
shoe;420;0.0026
balloon;32;0.0002
duck;264;0.0016
please;288;0.0018
mummie;260;0.0016
Daddy;1628;0.01
toast;84;0.0005
crispies;24;0.0001
lounge;4;0.0
sweetie;104;0.0006
no;5888;0.0363
banana;88;0.0005
crocodile;16;0.0001
supper;12;0.0001
ready;32;0.0002
pepper;8;0.0
water;268;0.0017
tree;204;0.0013
pen;128;0.0008
beer;36;0.0002
Mummy;2588;0.016
be;5212;0.0321
in;2176;0.0134
the;4456;0.0275
Mini;4;0.0
pocket;36;0.0002
byebye;216;0.0013
Sally;8;0.0
yellow;360;0.0022
one;3228;0.0199
boy;200;0.0012
way;272;0.0017
toe;80;0.0005
book;368;0.0023
away;408;0.0025
kakaka;4;0.0
nice;184;0.0011
other;132;0.0008
bike;88;0.0005
glass;32;0.0002
meow;16;0.0001
Jenny;72;0.0004
another;568;0.0035
baby;1308;0.0081
buy;24;0.0001
grape;108;0.0007
piece;36;0.0002
more;1320;0.0081
bread;44;0.0003
work;108;0.0007
kind;4;0.0
lion;256;0.0016
ups_a_daisy;12;0.0001
there;7104;0.0438
wipe;20;0.0001
yes;840;0.0052
dear;1276;0.0079
reindeer;8;0.0
hat;556;0.0034
on;2096;0.0129
Lucky;4;0.0
behind;8;0.0
