word;quantity;frequency
yeah;4970;0.0334
what;1305;0.0088
be;8845;0.0595
that;3720;0.025
toy;120;0.0008
in;2290;0.0154
there;2660;0.0179
bag;40;0.0003
look;1110;0.0075
crisp;35;0.0002
Noddy;15;0.0001
I;5240;0.0353
take;300;0.002
my;1370;0.0092
jumper;10;0.0001
off;240;0.0016
because;235;0.0016
it;4410;0.0297
all;475;0.0032
wet;20;0.0001
now;840;0.0057
have;1900;0.0128
get;2220;0.0149
this;2220;0.0149
one;1850;0.0124
on;1120;0.0075
cause;85;0.0006
do;3295;0.0222
why;400;0.0027
and;3020;0.0203
toast;30;0.0002
somebody;80;0.0005
at;360;0.0024
the;4615;0.0311
door;200;0.0013
go;2695;0.0181
to;2445;0.0165
help;95;0.0006
them;815;0.0055
for;660;0.0044
no;3110;0.0209
daddy;170;0.0011
too;295;0.002
hot;95;0.0006
uhhuh;160;0.0011
oh;995;0.0067
a;3365;0.0226
fudge;10;0.0001
she;415;0.0028
where;1060;0.0071
mummie;120;0.0008
buy;30;0.0002
me;1280;0.0086
clown;30;0.0002
Santa;50;0.0003
baby;250;0.0017
another;230;0.0015
his;275;0.0019
hat;60;0.0004
sleep;140;0.0009
pinch;10;0.0001
with;475;0.0032
wee;385;0.0026
bird;30;0.0002
see;400;0.0027
basket;25;0.0002
color;110;0.0007
they;675;0.0045
not;2880;0.0194
digger;5;0.0
he;1650;0.0111
bed;280;0.0019
about;60;0.0004
teddy;80;0.0005
bear;150;0.001
sit;175;0.0012
behind;35;0.0002
blind;10;0.0001
out;615;0.0041
live;75;0.0005
room;45;0.0003
can;1310;0.0088
birdie;10;0.0001
want;1325;0.0089
you;2930;0.0197
pacifier;35;0.0002
tire;30;0.0002
bath;50;0.0003
put;885;0.006
her;295;0.002
jammies;5;0.0
could;65;0.0004
come;720;0.0048
magical;5;0.0
sleigh;5;0.0
yo;5;0.0
ho;10;0.0001
boy;105;0.0007
gingerbread;5;0.0
snowman;10;0.0001
give;190;0.0013
some;690;0.0046
of;490;0.0033
book;100;0.0007
chimney;65;0.0004
block;10;0.0001
up;850;0.0057
table;55;0.0004
bobble;5;0.0
Christmas;10;0.0001
when;120;0.0008
house;360;0.0024
jump;145;0.001
fall;105;0.0007
chocolate;70;0.0005
ale;5;0.0
beer;25;0.0002
couple;15;0.0001
phone;35;0.0002
find;220;0.0015
our;45;0.0003
sofa;5;0.0
cow;185;0.0012
seal;15;0.0001
sea;15;0.0001
two;355;0.0024
sock;20;0.0001
eat;505;0.0034
sweetie;20;0.0001
him;510;0.0034
sore;20;0.0001
smoke;5;0.0
kick;15;0.0001
read;35;0.0002
again;145;0.001
stay;65;0.0004
know;750;0.005
bike;40;0.0003
scissor;35;0.0002
tractor;30;0.0002
three;190;0.0013
butterfly;10;0.0001
who;70;0.0005
man;65;0.0004
blow;65;0.0004
balloon;15;0.0001
yes;705;0.0047
Abbeycentre;10;0.0001
clock;20;0.0001
past;10;0.0001
eight;20;0.0001
let;360;0.0024
here;1060;0.0071
blue;125;0.0008
trouser;5;0.0
big;430;0.0029
school;65;0.0004
high;45;0.0003
climb;25;0.0002
slide;125;0.0008
down;375;0.0025
whee;10;0.0001
ah;110;0.0007
bless;5;0.0
O;115;0.0008
uh;60;0.0004
huh;15;0.0001
then;295;0.002
well;130;0.0009
shop;35;0.0002
anyhow;5;0.0
so;180;0.0012
save;10;0.0001
