word;quantity;frequency
uh;8;0.0012
do;312;0.045
not;184;0.0266
know;104;0.015
who;24;0.0035
and;168;0.0242
then;56;0.0081
all;40;0.0058
thing;16;0.0023
come;32;0.0046
out;40;0.0058
the;112;0.0162
fly;8;0.0012
well;72;0.0104
I;216;0.0312
be;504;0.0727
only;32;0.0046
try;8;0.0012
to;24;0.0035
open;8;0.0012
this;24;0.0035
but;16;0.0023
it;168;0.0242
wee;32;0.0046
other;8;0.0012
toy;16;0.0023
fell;8;0.0012
out_of;16;0.0023
um;80;0.0115
yeah;88;0.0127
feel;8;0.0012
like;48;0.0069
no;112;0.0162
what;208;0.03
appetite;8;0.0012
nope;8;0.0012
nah;8;0.0012
when;8;0.0012
they;120;0.0173
back;16;0.0023
we;40;0.0058
mister;32;0.0046
Aunt;8;0.0012
June;8;0.0012
prince;8;0.0012
mean;24;0.0035
a;184;0.0266
puppy;8;0.0012
can;24;0.0035
you;304;0.0439
bring;24;0.0035
them;88;0.0127
in;128;0.0185
cage;88;0.0127
big;120;0.0173
dog;24;0.0035
my;40;0.0058
where;48;0.0069
get;88;0.0127
from;8;0.0012
have;64;0.0092
for;48;0.0069
Paddy;48;0.0069
why;32;0.0046
would;40;0.0058
just;16;0.0023
fat;32;0.0046
br;8;0.0012
him;24;0.0035
hold;8;0.0012
he;56;0.0081
will;24;0.0035
how;40;0.0058
d;24;0.0035
case;24;0.0035
your;8;0.0012
up;24;0.0035
stair;8;0.0012
loft;8;0.0012
one;48;0.0069
put;32;0.0046
house;8;0.0012
dinosaur;8;0.0012
O;112;0.0162
there;104;0.015
on;48;0.0069
rainy;16;0.0023
day;16;0.0023
cause;24;0.0035
pick;8;0.0012
of;40;0.0058
favorite;8;0.0012
Mummy;128;0.0185
go;176;0.0254
gelatin;32;0.0046
that;168;0.0242
strawberry;24;0.0035
magic;16;0.0023
bite;8;0.0012
w;8;0.0012
next;24;0.0035
break;8;0.0012
or;8;0.0012
me;40;0.0058
giant;8;0.0012
look;16;0.0023
at;8;0.0012
knee;8;0.0012
hi;8;0.0012
oo;24;0.0035
cannot;8;0.0012
eat;48;0.0069
any;16;0.0023
more;16;0.0023
sorry;16;0.0023
fair;8;0.0012
greedy;16;0.0023
give;8;0.0012
thank_you;8;0.0012
yes;40;0.0058
shark;16;0.0023
picture;8;0.0012
machine;8;0.0012
eh;8;0.0012
huh;16;0.0023
now;24;0.0035
velociraptor;8;0.0012
e;8;0.0012
have_to;24;0.0035
feed;8;0.0012
spoon;16;0.0023
milk;16;0.0023
ah;24;0.0035
wow;16;0.0023
pink;16;0.0023
yellow;8;0.0012
blue;8;0.0012
Cristopher;8;0.0012
bang;8;0.0012
wah;8;0.0012
Hammy;16;0.0023
hamster;8;0.0012
play;16;0.0023
outside;8;0.0012
Power;16;0.0023
Ranger;16;0.0023
with;8;0.0012
b;40;0.0058
sword;16;0.0023
red;8;0.0012
white;8;0.0012
tell;16;0.0023
sign;8;0.0012
g;8;0.0012
kill;8;0.0012
hurt;8;0.0012
pardon;8;0.0012
knight;24;0.0035
bad;16;0.0023
some;32;0.0046
right;8;0.0012
truth;8;0.0012
say;16;0.0023
down;8;0.0012
beach;8;0.0012
away;8;0.0012
sea;8;0.0012
think;8;0.0012
Mum;8;0.0012
baby;8;0.0012
thank;8;0.0012
buy;8;0.0012
oh;8;0.0012
both;8;0.0012
these;24;0.0035
want;8;0.0012
should;8;0.0012
hm;8;0.0012
juice;8;0.0012
very;8;0.0012
nice;8;0.0012
stick;8;0.0012
hard;8;0.0012
Daddy;8;0.0012
