word;quantity;frequency
uh;9;0.0012
do;351;0.045
not;207;0.0266
know;117;0.015
who;27;0.0035
and;189;0.0242
then;63;0.0081
all;45;0.0058
thing;18;0.0023
come;36;0.0046
out;45;0.0058
the;126;0.0162
fly;9;0.0012
well;81;0.0104
I;243;0.0312
be;567;0.0727
only;36;0.0046
try;9;0.0012
to;27;0.0035
open;9;0.0012
this;27;0.0035
but;18;0.0023
it;189;0.0242
wee;36;0.0046
other;9;0.0012
toy;18;0.0023
fell;9;0.0012
out_of;18;0.0023
um;90;0.0115
yeah;99;0.0127
feel;9;0.0012
like;54;0.0069
no;126;0.0162
what;234;0.03
appetite;9;0.0012
nope;9;0.0012
nah;9;0.0012
when;9;0.0012
they;135;0.0173
back;18;0.0023
we;45;0.0058
mister;36;0.0046
Aunt;9;0.0012
June;9;0.0012
prince;9;0.0012
mean;27;0.0035
a;207;0.0266
puppy;9;0.0012
can;27;0.0035
you;342;0.0439
bring;27;0.0035
them;99;0.0127
in;144;0.0185
cage;99;0.0127
big;135;0.0173
dog;27;0.0035
my;45;0.0058
where;54;0.0069
get;99;0.0127
from;9;0.0012
have;72;0.0092
for;54;0.0069
Paddy;54;0.0069
why;36;0.0046
would;45;0.0058
just;18;0.0023
fat;36;0.0046
br;9;0.0012
him;27;0.0035
hold;9;0.0012
he;63;0.0081
will;27;0.0035
how;45;0.0058
d;27;0.0035
case;27;0.0035
your;9;0.0012
up;27;0.0035
stair;9;0.0012
loft;9;0.0012
one;54;0.0069
put;36;0.0046
house;9;0.0012
dinosaur;9;0.0012
O;126;0.0162
there;117;0.015
on;54;0.0069
rainy;18;0.0023
day;18;0.0023
cause;27;0.0035
pick;9;0.0012
of;45;0.0058
favorite;9;0.0012
Mummy;144;0.0185
go;198;0.0254
gelatin;36;0.0046
that;189;0.0242
strawberry;27;0.0035
magic;18;0.0023
bite;9;0.0012
w;9;0.0012
next;27;0.0035
break;9;0.0012
or;9;0.0012
me;45;0.0058
giant;9;0.0012
look;18;0.0023
at;9;0.0012
knee;9;0.0012
hi;9;0.0012
oo;27;0.0035
cannot;9;0.0012
eat;54;0.0069
any;18;0.0023
more;18;0.0023
sorry;18;0.0023
fair;9;0.0012
greedy;18;0.0023
give;9;0.0012
thank_you;9;0.0012
yes;45;0.0058
shark;18;0.0023
picture;9;0.0012
machine;9;0.0012
eh;9;0.0012
huh;18;0.0023
now;27;0.0035
velociraptor;9;0.0012
e;9;0.0012
have_to;27;0.0035
feed;9;0.0012
spoon;18;0.0023
milk;18;0.0023
ah;27;0.0035
wow;18;0.0023
pink;18;0.0023
yellow;9;0.0012
blue;9;0.0012
Cristopher;9;0.0012
bang;9;0.0012
wah;9;0.0012
Hammy;18;0.0023
hamster;9;0.0012
play;18;0.0023
outside;9;0.0012
Power;18;0.0023
Ranger;18;0.0023
with;9;0.0012
b;45;0.0058
sword;18;0.0023
red;9;0.0012
white;9;0.0012
tell;18;0.0023
sign;9;0.0012
g;9;0.0012
kill;9;0.0012
hurt;9;0.0012
pardon;9;0.0012
knight;27;0.0035
bad;18;0.0023
some;36;0.0046
right;9;0.0012
truth;9;0.0012
say;18;0.0023
down;9;0.0012
beach;9;0.0012
away;9;0.0012
sea;9;0.0012
think;9;0.0012
Mum;9;0.0012
baby;9;0.0012
thank;9;0.0012
buy;9;0.0012
oh;9;0.0012
both;9;0.0012
these;27;0.0035
want;9;0.0012
should;9;0.0012
hm;9;0.0012
juice;9;0.0012
very;9;0.0012
nice;9;0.0012
stick;9;0.0012
hard;9;0.0012
Daddy;9;0.0012
