word;quantity;frequency
uh;1;0.001
wee;4;0.005
out_of;2;0.002
appetite;1;0.001
nope;1;0.001
mister;4;0.005
June;1;0.001
prince;1;0.001
puppy;1;0.001
cage;11;0.013
Paddy;6;0.007
fat;4;0.005
br;1;0.001
d;3;0.003
case;3;0.003
stair;1;0.001
loft;1;0.001
dinosaur;1;0.001
O;14;0.016
rainy;2;0.002
gelatin;4;0.005
strawberry;3;0.003
magic;2;0.002
w;1;0.001
giant;1;0.001
knee;1;0.001
oo;3;0.003
fair;1;0.001
greedy;2;0.002
thank_you;1;0.001
shark;2;0.002
machine;1;0.001
eh;1;0.001
velociraptor;1;0.001
e;1;0.001
have_to;3;0.003
feed;1;0.001
spoon;2;0.002
pink;2;0.002
Cristopher;1;0.001
bang;1;0.001
wah;1;0.001
Hammy;2;0.002
hamster;1;0.001
Power;2;0.002
Ranger;2;0.002
b;5;0.006
sword;2;0.002
g;1;0.001
kill;1;0.001
pardon;1;0.001
knight;3;0.003
truth;1;0.001
beach;1;0.001
hm;1;0.001
Daddy;1;0.001
